"symbol1"	"symbol2"	"BP"
"CSNK2B"	"P2RY11"	0.32
"CSNK2B"	"PCBP1"	0.069
"CSNK2B"	"PCBP2"	0.256
"CSNK2B"	"PGK1"	0.366
"CSNK2B"	"POLR2L"	0.273
"CSNK2B"	"PPIB"	0.201
"CSNK2B"	"PPP2R5A"	0.274
"CSNK2B"	"PPP3CC"	0.219
"CSNK2B"	"PSMA4"	0.145
"CSNK2B"	"PSMA7"	0.145
"CSNK2B"	"PSMB4"	0.145
"CSNK2B"	"PSMC4"	0.222
"CSNK2B"	"RAB5C"	0.348
"CSNK2B"	"RANGAP1"	0.158
"CSNK2B"	"RPL4"	0.195
"CSNK2B"	"RPL7"	0.269
"CSNK2B"	"RPL8"	0.201
"CSNK2B"	"RPL10"	0.333
"CSNK2B"	"RPL15"	0.201
"CSNK2B"	"RPL18"	0.201
"CSNK2B"	"RPL30"	0.21
"CSNK2B"	"RPL27A"	0.195
"CSNK2B"	"RPL41"	0.201
"CSNK2B"	"RPLP0"	0.344
"CSNK2B"	"RPLP2"	0.195
"CSNK2B"	"RPN1"	0.148
"CSNK2B"	"RPS2"	0.295
"CSNK2B"	"RPS9"	0.326
"CSNK2B"	"RPS23"	0.255
"CSNK2B"	"SET"	0.28
"CSNK2B"	"SH3GL1"	0.323
"CSNK2B"	"STAT5A"	0.382
"CSNK2B"	"SURF4"	0.307
"CSNK2B"	"UQCRC2"	0.158
"CSNK2B"	"HDAC3"	0.372
"CSNK2B"	"RPL14"	0.259
"CSNK2B"	"MTA1"	0.345
"CSNK2B"	"ZBED1"	0.498
"CSNK2B"	"RAB11B"	0.404
"CSNK2B"	"ATP6V1F"	0.318
"CSNK2B"	"COX5A"	0.394
"CSNK2B"	"ENTPD4"	0.074
"CSNK2B"	"PRMT5"	0.462
"CSNK2B"	"ZNHIT1"	0.195
"CSNK2B"	"NUDC"	0.196
"CSNK2B"	"RPL35"	0.231
"CSNK2B"	"DNAJC9"	0.082
"CSNK2B"	"RPL13A"	0.347
"CSNK2B"	"TIMM13"	0.142
"CSNK2B"	"ANAPC2"	0.235
"CSNK2B"	"CPSF1"	0.116
"CSNK2B"	"PYCR2"	0.181
"CSNK2B"	"VPS28"	0.281
"CSNK2B"	"PAF1"	0.394
"CSNK2B"	"MRPL16"	0.157
"CSNK2B"	"ARHGAP17"	0.342
"CSNK2B"	"PPAN"	0.687
"CSNK2B"	"THOC2"	0.183
"CSNK2B"	"LSM2"	0.119
"CSNK2B"	"PDCL3"	0.342
"CSNK2B"	"MUS81"	0.265
"CSNK2B"	"PCGF6"	0.229
"CSNK2B"	"ZNF598"	0.157
"CSNK2B"	"KLHDC3"	0.219
"CSNK2B"	"FTSJ3"	0.157
"CSNK2B"	"TRAPPC5"	0.181
"CSNK2B"	"TUBB"	0.245
"CSNK2B"	"TSEN54"	0.044
"CTF1"	"IL6R"	0.596
"CTF1"	"SOS1"	0.549
"CTF1"	"STAT3"	0.514
"CTSL"	"GNB1"	0.195
"CTSL"	"HLA-DRB1"	0.434
"CTSL"	"RELB"	0.302
"CTSL"	"IFI30"	0.417
"CYBA"	"HLA-DRB1"	0.347
"CYBA"	"MSN"	0.332
"CYBA"	"PLP2"	0.24
"CYBA"	"VAMP8"	0.427
"CYBA"	"ARPC1B"	0.355
"CYP4A11"	"SMARCD3"	0.37
"CYP4A11"	"PLA2G2F"	0.436
"DAXX"	"HSPB1"	0.515
"DAXX"	"NPM1"	0.551
"DAXX"	"RELB"	0.44
"DAXX"	"SPN"	0.299
"DAXX"	"STAT3"	0.48
"DAXX"	"TP73"	0.543
"DAXX"	"HDAC3"	0.595
"DAXX"	"EXOSC3"	0.323
"DBH"	"PNMT"	1
"DBH"	"TH"	0.393
"DBP"	"BATF"	0.111
"DDOST"	"DYNC1H1"	0.259
"DDOST"	"EEF2"	0.626
"DDOST"	"EIF4A2"	0.343
"DDOST"	"EIF5A"	0.271
"DDOST"	"EMD"	0.169
"DDOST"	"GLUD2"	0.243
"DDOST"	"GNAI2"	0.151
"DDOST"	"GNB1"	0.302
"DDOST"	"GNB2"	0.102
"DDOST"	"GTF2H4"	0.287
"DDOST"	"HLA-DRB1"	0.377
"DDOST"	"KIFC1"	0.08
"DDOST"	"MARS"	0.391
"DDOST"	"MDH2"	0.216
"DDOST"	"MYL6"	0.013
"DDOST"	"NONO"	0.363
"DDOST"	"P2RY11"	0.168
"DDOST"	"PCBP1"	0.142
"DDOST"	"PCBP2"	0.273
"DDOST"	"PGK1"	0.293
"DDOST"	"PLP2"	0.38
"DDOST"	"POLR2L"	0.323
"DDOST"	"POR"	0.249
"DDOST"	"PPIB"	0.137
"DDOST"	"PPP2R5A"	0.276
"DDOST"	"PSMA4"	0.29
"DDOST"	"PSMA7"	0.29
"DDOST"	"PSMB4"	0.29
"DDOST"	"PSMC4"	0.285
"DDOST"	"RAB5C"	0.425
"DDOST"	"RANGAP1"	0.078
"DDOST"	"RPL4"	0.406
"DDOST"	"RPL7"	0.339
"DDOST"	"RPL8"	0.419
"DDOST"	"RPL10"	0.345
"DDOST"	"RPL11"	0.309
"DDOST"	"RPL15"	0.419
"DDOST"	"RPL18"	0.419
"DDOST"	"RPL30"	0.382
"DDOST"	"RPL27A"	0.406
"DDOST"	"RPL32"	0.419
"DDOST"	"RPL37"	0.406
"DDOST"	"RPL37A"	0.406
"DDOST"	"RPL41"	0.419
"DDOST"	"RPLP0"	0.463
"DDOST"	"RPLP2"	0.406
"DDOST"	"RPN1"	0.551
"DDOST"	"RPS2"	0.384
"DDOST"	"RPS9"	0.361
"DDOST"	"RPS23"	0.389
"DDOST"	"SH3GL1"	0.127
"DDOST"	"SLC1A5"	0.147
"DDOST"	"SLC3A2"	0.315
"DDOST"	"SMARCD3"	0.234
"DDOST"	"STAT3"	0.387
"DDOST"	"SURF4"	0.363
"DDOST"	"TBCA"	0.024
"DDOST"	"UQCRC2"	0.348
"DDOST"	"SLC39A7"	0.09
"DDOST"	"CLPP"	0.234
"DDOST"	"RBM10"	NA
"DDOST"	"RFXANK"	NA
"DDOST"	"RPL14"	0.354
"DDOST"	"ZBED1"	0.461
"DDOST"	"MTA2"	0.212
"DDOST"	"ATP6V1F"	0.268
"DDOST"	"ARPC5"	0.333
"DDOST"	"ARPC1B"	0.243
"DDOST"	"PRMT5"	0.317
"DDOST"	"TUBGCP2"	0.022
"DDOST"	"OS9"	0.46
"DDOST"	"WDR6"	0.074
"DDOST"	"RPL35"	0.383
"DDOST"	"NUP210"	0.15
"DDOST"	"RPL13A"	0.555
"DDOST"	"KPNA6"	0.31
"DDOST"	"HSPBP1"	0.209
"DDOST"	"GSPT2"	0.359
"DDOST"	"DHRS7B"	0.277
"DDOST"	"TIMM13"	0.136
"DDOST"	"CPSF1"	0.226
"DDOST"	"SEC61A1"	0.159
"DDOST"	"GEMIN4"	0.174
"DDOST"	"PPAN"	0.02
"DDOST"	"XAB2"	0.291
"DDOST"	"PLSCR3"	0.02
"DDOST"	"THOC2"	0.187
"DDOST"	"LSM2"	0.13
"DDOST"	"SMAP1"	0.482
"DDOST"	"MRPL17"	0.327
"DDOST"	"SMYD3"	NA
"DDOST"	"MUS81"	0.196
"DDOST"	"SLC44A4"	0.306
"DDOST"	"ZNF598"	0.296
"DDOST"	"ORMDL3"	0.497
"DDOST"	"FTSJ3"	0.185
"DDOST"	"TRAPPC5"	0.226
"DDOST"	"TUBB"	0.275
"DDOST"	"POLR2J2"	NA
"DDOST"	"RNF149"	0.399
"DDX11"	"GTF2H4"	0.483
"DDX11"	"INCENP"	0.208
"DDX11"	"KIFC1"	0.302
"DDX11"	"MARS"	0.416
"DDX11"	"NONO"	0.252
"DDX11"	"PLK1"	0.471
"DDX11"	"PSMA4"	0.092
"DDX11"	"PSMC4"	0.208
"DDX11"	"RPL4"	0.128
"DDX11"	"RRM2"	0.22
"DDX11"	"SET"	0.357
"DDX11"	"HDAC3"	0.401
"DDX11"	"PKMYT1"	0.377
"DDX11"	"H2AFY"	0.502
"DDX11"	"MYBBP1A"	0.33
"DDX11"	"POLD3"	0.515
"DDX11"	"NUDC"	0.014
"DDX11"	"RPL35"	0.215
"DDX11"	"DNAJC9"	0.116
"DDX11"	"CPSF1"	0.133
"DDX11"	"EXOSC3"	0.348
"DDX11"	"PPAN"	0.338
"DDX11"	"EXOSC5"	0.348
"DDX11"	"CHTF18"	0.697
"DDX11"	"MUS81"	0.488
"DDX11"	"KLHDC3"	0.433
"DDX11"	"FTSJ3"	0.237
"TIMM8A"	"MARS"	0
"TIMM8A"	"MDH2"	0
"TIMM8A"	"NDUFB7"	0
"TIMM8A"	"NDUFB10"	0
"TIMM8A"	"NDUFV1"	0
"TIMM8A"	"PSMA4"	0
"TIMM8A"	"RPL36AL"	NA
"TIMM8A"	"RPL37"	0.156
"TIMM8A"	"RPS23"	0.104
"TIMM8A"	"SDHC"	0
"TIMM8A"	"SET"	0
"TIMM8A"	"SURF4"	0.141
"TIMM8A"	"UQCRC2"	0.163
"TIMM8A"	"RPL14"	0.117
"TIMM8A"	"COX5A"	0
"TIMM8A"	"JOSD1"	0
"TIMM8A"	"RPL35"	0.134
"TIMM8A"	"TIMM13"	0.569
"TIMM8A"	"UQCRQ"	0
"TIMM8A"	"LSM2"	0
"TIMM8A"	"MRPL17"	0
"TIMM8A"	"CHCHD4"	0.125
"DLX5"	"MSX1"	0.288
"DYNC1H1"	"DNM2"	0.522
"DYNC1H1"	"EEF2"	0.268
"DYNC1H1"	"FLII"	NA
"DYNC1H1"	"GNAI2"	0.111
"DYNC1H1"	"GNB1"	0.14
"DYNC1H1"	"GNL1"	0.175
"DYNC1H1"	"HLA-DRB1"	0.346
"DYNC1H1"	"KIFC1"	0.689
"DYNC1H1"	"MARS"	0.074
"DYNC1H1"	"MDH2"	0.016
"DYNC1H1"	"PCBP1"	0.021
"DYNC1H1"	"PCNT"	0.767
"DYNC1H1"	"PEPD"	0.025
"DYNC1H1"	"PLK1"	0.538
"DYNC1H1"	"PSMA4"	0.019
"DYNC1H1"	"PSMA7"	0.019
"DYNC1H1"	"PSMB4"	0.019
"DYNC1H1"	"PSMC4"	0.16
"DYNC1H1"	"RPL4"	0.197
"DYNC1H1"	"RPL8"	0.188
"DYNC1H1"	"RPL18"	0.188
"DYNC1H1"	"RPL30"	0.178
"DYNC1H1"	"RPLP0"	0.312
"DYNC1H1"	"RPLP2"	0.197
"DYNC1H1"	"TPM2"	0.301
"DYNC1H1"	"RPL14"	0.341
"DYNC1H1"	"ENTPD4"	0.015
"DYNC1H1"	"PRMT5"	0.362
"DYNC1H1"	"MYBBP1A"	0.245
"DYNC1H1"	"NUDC"	0.014
"DYNC1H1"	"TUBGCP2"	0.571
"DYNC1H1"	"RPL35"	0.3
"DYNC1H1"	"GABARAP"	0.344
"DYNC1H1"	"PSME4"	0.153
"DYNC1H1"	"GSPT2"	0.135
"DYNC1H1"	"TIMM13"	0.313
"DYNC1H1"	"CPSF1"	0.175
"DYNC1H1"	"PYCR2"	0.034
"DYNC1H1"	"DYNC1LI1"	0.795
"DYNC1H1"	"PPAN"	0.696
"DYNC1H1"	"THOC2"	0.234
"DYNC1H1"	"KLC2"	0.563
"DYNC1H1"	"ZNF598"	0.037
"DYNC1H1"	"OSBPL1A"	0.307
"DYNC1H1"	"TRAPPC5"	0.473
"DYNC1H1"	"TUBB"	0.707
"DYNC1H1"	"TUBB2B"	0.597
"DNM2"	"HCK"	0.497
"DNM2"	"PPIB"	0.205
"DNM2"	"RPS2"	0.378
"DNM2"	"SH3GL1"	0.243
"DNM2"	"VAV1"	0.531
"DNM2"	"PSTPIP1"	0.234
"DNM2"	"MPHOSPH6"	0.184
"DNM2"	"KLC2"	0.271
"TSC22D3"	"NFKB2"	0.506
"ECE1"	"IGF2R"	0.071
"ECE1"	"LAMP1"	0.154
"ECE1"	"DNAJC5"	0.155
"ECHS1"	"GSS"	0.663
"ECHS1"	"HINT1"	0.469
"ECHS1"	"IDH2"	0.617
"ECHS1"	"MDH2"	0.652
"ECHS1"	"NDUFB10"	0.626
"ECHS1"	"NDUFV1"	0.652
"ECHS1"	"PGK1"	0.68
"ECHS1"	"RPS2"	0.512
"ECHS1"	"SDHC"	0.792
"ECHS1"	"STAT3"	0.204
"ECHS1"	"UBE2V1"	0.204
"ECHS1"	"UGP2"	0.66
"ECHS1"	"UQCRC2"	0.652
"ECHS1"	"CLPP"	0.599
"ECHS1"	"COX5A"	0.575
"ECHS1"	"CCS"	0.139
"ECHS1"	"TXN2"	0.7
"ECHS1"	"DHRS7B"	0.483
"ECHS1"	"UQCRQ"	0.577
"ECHS1"	"ACAD9"	0.762
"ECHS1"	"CNDP2"	0.127
"ECHS1"	"MRPS24"	0.154
"ECHS1"	"DDA1"	0.159
"PHC1"	"EEF1G"	0.158
"PHC1"	"HDAC3"	0.346
"PHC1"	"MTA1"	0.284
"PHC1"	"ANAPC2"	0.31
"PHC1"	"PCGF6"	0.661
"PHC1"	"KLHDC3"	0.363
"EEF1G"	"EEF2"	0.605
"EEF1G"	"EIF5A"	0.24
"EEF1G"	"FRG1"	0.34
"EEF1G"	"GTF2H4"	0.298
"EEF1G"	"NPM1"	0.154
"EEF1G"	"P2RY11"	0.2
"EEF1G"	"PFDN1"	NA
"EEF1G"	"PPIB"	0.219
"EEF1G"	"PSMB4"	0.293
"EEF1G"	"RPL4"	0.437
"EEF1G"	"RPL7"	0.355
"EEF1G"	"RPL8"	0.469
"EEF1G"	"RPL11"	0.271
"EEF1G"	"RPL18"	0.469
"EEF1G"	"RPL37A"	0.437
"EEF1G"	"RPLP0"	0.4
"EEF1G"	"RPLP2"	0.437
"EEF1G"	"RPS2"	0.403
"EEF1G"	"RPS23"	0.424
"EEF1G"	"PIAS1"	0.242
"EEF1G"	"MTA1"	0.306
"EEF1G"	"MYBBP1A"	0.284
"EEF1G"	"NUDC"	0.007
"EEF1G"	"RPL35"	0.411
"EEF1G"	"CPSF1"	0.265
"EEF1G"	"PPAN"	0.018
"EEF1G"	"EXOSC5"	0.382
"EEF1G"	"XAB2"	0.326
"EEF1G"	"LSM2"	0.238
"EEF1G"	"MUS81"	0.307
"EEF1G"	"FTSJ3"	0.211
"EEF1G"	"TSEN54"	0.186
"EEF2"	"EIF4A2"	0.551
"EEF2"	"EIF4EBP1"	0.378
"EEF2"	"EIF5A"	0.472
"EEF2"	"FAU"	NA
"EEF2"	"FLII"	NA
"EEF2"	"GLUD2"	0.275
"EEF2"	"GNB1"	0.216
"EEF2"	"GNB2"	0.12
"EEF2"	"GNL1"	0.365
"EEF2"	"HINT1"	0.371
"EEF2"	"IDH2"	0.164
"EEF2"	"MARS"	0.37
"EEF2"	"MDH2"	0.218
"EEF2"	"MSN"	0.298
"EEF2"	"MYL6"	0.013
"EEF2"	"NDUFV1"	0.176
"EEF2"	"NONO"	0.345
"EEF2"	"NPM1"	0.301
"EEF2"	"P2RY11"	0.146
"EEF2"	"PCBP1"	0.253
"EEF2"	"PCBP2"	0.309
"EEF2"	"PGK1"	0.221
"EEF2"	"POLR2L"	0.371
"EEF2"	"PPIB"	0.162
"EEF2"	"PSMA4"	0.305
"EEF2"	"PSMA7"	0.305
"EEF2"	"PSMB4"	0.305
"EEF2"	"PSMC4"	0.345
"EEF2"	"RAB5C"	0.471
"EEF2"	"RANGAP1"	0.141
"EEF2"	"RPL4"	0.594
"EEF2"	"RPL7"	0.473
"EEF2"	"RPL8"	0.603
"EEF2"	"RPL10"	0.48
"EEF2"	"RPL11"	0.406
"EEF2"	"RPL15"	0.603
"EEF2"	"RPL18"	0.603
"EEF2"	"RPL30"	0.498
"EEF2"	"RPL27A"	0.594
"EEF2"	"RPL32"	0.603
"EEF2"	"RPL36AL"	NA
"EEF2"	"RPL37"	0.594
"EEF2"	"RPL37A"	0.594
"EEF2"	"RPL41"	0.603
"EEF2"	"RPLP0"	0.499
"EEF2"	"RPLP2"	0.594
"EEF2"	"MRPS12"	0.699
"EEF2"	"RPN1"	0.382
"EEF2"	"RPS2"	0.553
"EEF2"	"RPS9"	0.559
"EEF2"	"RPS21"	0.53
"EEF2"	"RPS23"	0.536
"EEF2"	"RRM2"	0.245
"EEF2"	"SET"	0.349
"EEF2"	"SH3GL1"	0.144
"EEF2"	"STAT3"	0.272
"EEF2"	"SURF4"	0.465
"EEF2"	"TSC2"	0.287
"EEF2"	"UGP2"	0.244
"EEF2"	"UQCRC2"	0.253
"EEF2"	"CLPP"	0.288
"EEF2"	"HIST1H2AC"	0.067
"EEF2"	"EIF4G3"	0.784
"EEF2"	"SQSTM1"	0.26
"EEF2"	"RPL14"	0.497
"EEF2"	"RAB11B"	0.448
"EEF2"	"ATP6V1F"	0.266
"EEF2"	"COX5A"	0.225
"EEF2"	"ENTPD4"	0.205
"EEF2"	"ARPC1B"	0.339
"EEF2"	"NPM3"	0.023
"EEF2"	"PRMT5"	0.27
"EEF2"	"MYBBP1A"	0.328
"EEF2"	"NUDC"	0.013
"EEF2"	"RPL35"	0.552
"EEF2"	"GABARAP"	0.182
"EEF2"	"EXOSC7"	0.297
"EEF2"	"WDTC1"	0.343
"EEF2"	"DNAJC9"	0.025
"EEF2"	"HARS2"	0.602
"EEF2"	"RPL13A"	0.633
"EEF2"	"KPNA6"	0.31
"EEF2"	"HSPBP1"	0.335
"EEF2"	"GSPT2"	0.552
"EEF2"	"TXN2"	0.225
"EEF2"	"DHRS7B"	0.262
"EEF2"	"TIMM13"	0.188
"EEF2"	"ANAPC2"	0.218
"EEF2"	"CPSF1"	0.318
"EEF2"	"PYCR2"	0.394
"EEF2"	"SEC61A1"	0.202
"EEF2"	"VPS28"	0.339
"EEF2"	"ISYNA1"	0.181
"EEF2"	"DPH5"	0.865
"EEF2"	"LSM7"	0.273
"EEF2"	"MRPL16"	0.664
"EEF2"	"PPAN"	0.02
"EEF2"	"XAB2"	0.349
"EEF2"	"THOC2"	0.261
"EEF2"	"LSM2"	0.273
"EEF2"	"MRPL17"	0.646
"EEF2"	"MRPS24"	0.664
"EEF2"	"PDCL3"	0.334
"EEF2"	"MUS81"	0.231
"EEF2"	"RHOT2"	0.167
"EEF2"	"ZNF598"	0.495
"EEF2"	"FTSJ3"	0.223
"EEF2"	"TRAPPC5"	0.354
"EEF2"	"HIPK4"	NA
"EEF2"	"TUBB"	0.273
"EEF2"	"MRPL21"	0.646
"EEF2"	"HIST1H2AA"	0.027
"EEF2"	"POLR2J2"	NA
"EEF2"	"TUBB2B"	0.147
"EGR1"	"HRAS"	0.511
"EGR1"	"IFIT2"	0.386
"EGR1"	"IRF2"	0.593
"EGR1"	"IRF3"	0.597
"EGR1"	"IRF7"	0.579
"EGR1"	"NPM1"	0.408
"EGR1"	"PITX1"	0.066
"EGR1"	"SP1"	0.602
"EGR1"	"SRF"	0.566
"EGR1"	"STAT3"	0.536
"EGR1"	"GDF15"	0.459
"EIF4A2"	"EIF4EBP1"	0.465
"EIF4A2"	"EIF5A"	0.28
"EIF4A2"	"GNAI2"	0.145
"EIF4A2"	"GNB1"	0.089
"EIF4A2"	"GNB2"	0.083
"EIF4A2"	"GNL1"	0.083
"EIF4A2"	"GTF2H4"	0.332
"EIF4A2"	"MARS"	0.326
"EIF4A2"	"MDH2"	0.25
"EIF4A2"	"MYL6"	0.012
"EIF4A2"	"NONO"	0.297
"EIF4A2"	"NPM1"	0.237
"EIF4A2"	"P2RY11"	0.135
"EIF4A2"	"PCBP1"	0.312
"EIF4A2"	"PCBP2"	0.271
"EIF4A2"	"PFDN1"	NA
"EIF4A2"	"PFDN2"	0.072
"EIF4A2"	"PGK1"	0.234
"EIF4A2"	"PLK1"	0.215
"EIF4A2"	"PPIB"	0.131
"EIF4A2"	"PSMA4"	0.332
"EIF4A2"	"PSMA7"	0.332
"EIF4A2"	"PSMB4"	0.332
"EIF4A2"	"PSMC4"	0.361
"EIF4A2"	"RANGAP1"	0.205
"EIF4A2"	"RPL4"	0.636
"EIF4A2"	"RPL7"	0.505
"EIF4A2"	"RPL8"	0.644
"EIF4A2"	"RPL10"	0.526
"EIF4A2"	"RPL11"	0.402
"EIF4A2"	"RPL15"	0.644
"EIF4A2"	"RPL18"	0.644
"EIF4A2"	"RPL30"	0.515
"EIF4A2"	"RPL27A"	0.636
"EIF4A2"	"RPL32"	0.644
"EIF4A2"	"RPL36AL"	NA
"EIF4A2"	"RPL37"	0.636
"EIF4A2"	"RPL37A"	0.636
"EIF4A2"	"RPL41"	0.644
"EIF4A2"	"RPLP0"	0.527
"EIF4A2"	"RPLP2"	0.636
"EIF4A2"	"RPN1"	0.436
"EIF4A2"	"RPS2"	0.596
"EIF4A2"	"RPS9"	0.552
"EIF4A2"	"RPS23"	0.57
"EIF4A2"	"SURF4"	0.058
"EIF4A2"	"HIST1H2AC"	0.145
"EIF4A2"	"EIF4G3"	0.999
"EIF4A2"	"RPL14"	0.532
"EIF4A2"	"PRMT5"	0.216
"EIF4A2"	"RPL35"	0.59
"EIF4A2"	"HARS2"	0.668
"EIF4A2"	"RPL13A"	0.616
"EIF4A2"	"KPNA6"	0
"EIF4A2"	"GSPT2"	0.619
"EIF4A2"	"CPSF1"	0.315
"EIF4A2"	"PYCR2"	0.39
"EIF4A2"	"CAB39"	0.327
"EIF4A2"	"PRMT8"	0.36
"EIF4A2"	"PPAN"	0.019
"EIF4A2"	"THOC2"	0.18
"EIF4A2"	"SMAP1"	0.095
"EIF4A2"	"MUS81"	0.241
"EIF4A2"	"ZNF598"	0.47
"EIF4A2"	"FTSJ3"	0.265
"EIF4A2"	"TRAPPC5"	0.015
"EIF4A2"	"TUBB"	0.041
"EIF4EBP1"	"RPLP0"	0.365
"EIF4EBP1"	"TSC2"	0.345
"EIF4EBP1"	"PIM2"	0.431
"EIF5A"	"EMD"	0.357
"EIF5A"	"GNB1"	0.092
"EIF5A"	"GNB2"	0.065
"EIF5A"	"GNL1"	0.073
"EIF5A"	"GTF2H4"	0.233
"EIF5A"	"HINT1"	0.321
"EIF5A"	"IDH2"	0.1
"EIF5A"	"KIFC1"	0.219
"EIF5A"	"MARS"	0.202
"EIF5A"	"MDH2"	0.123
"EIF5A"	"MYL6"	0.009
"EIF5A"	"NDUFV1"	0.09
"EIF5A"	"NONO"	0.262
"EIF5A"	"NPM1"	0.451
"EIF5A"	"P2RY11"	0.074
"EIF5A"	"PCBP1"	0.145
"EIF5A"	"PCBP2"	0.146
"EIF5A"	"PEPD"	0.228
"EIF5A"	"PFDN2"	0.13
"EIF5A"	"PGK1"	0.142
"EIF5A"	"PLK1"	0.318
"EIF5A"	"POLR2L"	0.272
"EIF5A"	"POR"	0.125
"EIF5A"	"PPIB"	0.135
"EIF5A"	"PPP2R5A"	0.362
"EIF5A"	"PSMA4"	0.167
"EIF5A"	"PSMA7"	0.167
"EIF5A"	"PSMB4"	0.167
"EIF5A"	"PSMC4"	0.215
"EIF5A"	"RAB5B"	0.388
"EIF5A"	"RAB5C"	0.423
"EIF5A"	"RANGAP1"	0.403
"EIF5A"	"RPL4"	0.479
"EIF5A"	"RPL7"	0.412
"EIF5A"	"RPL8"	0.483
"EIF5A"	"RPL10"	0.512
"EIF5A"	"RPL11"	0.405
"EIF5A"	"RPL15"	0.483
"EIF5A"	"RPL18"	0.483
"EIF5A"	"RPL30"	0.409
"EIF5A"	"RPL27A"	0.479
"EIF5A"	"RPL32"	0.483
"EIF5A"	"RPL36AL"	NA
"EIF5A"	"RPL37"	0.479
"EIF5A"	"RPL37A"	0.479
"EIF5A"	"RPLP0"	0.422
"EIF5A"	"RPLP2"	0.479
"EIF5A"	"MRPS12"	0.361
"EIF5A"	"RPN1"	0.177
"EIF5A"	"RPS2"	0.477
"EIF5A"	"RPS9"	0.589
"EIF5A"	"RPS23"	0.443
"EIF5A"	"RRM2"	0.151
"EIF5A"	"SH3GL1"	0.078
"EIF5A"	"SURF4"	0.299
"EIF5A"	"UGP2"	0.131
"EIF5A"	"UQCRC2"	0.31
"EIF5A"	"RPL14"	0.425
"EIF5A"	"MTA1"	0.201
"EIF5A"	"ZBED1"	0.508
"EIF5A"	"ATP6V1F"	0.325
"EIF5A"	"COX5A"	0.183
"EIF5A"	"ARPC5"	0.255
"EIF5A"	"ARPC1B"	0.261
"EIF5A"	"PRMT5"	0.244
"EIF5A"	"ZNHIT1"	0.124
"EIF5A"	"MYBBP1A"	0.321
"EIF5A"	"AGPAT1"	0.248
"EIF5A"	"RPL35"	0.458
"EIF5A"	"GABARAP"	0.36
"EIF5A"	"RPL13A"	0.465
"EIF5A"	"GSPT2"	0.27
"EIF5A"	"TIMM13"	0.375
"EIF5A"	"CPSF1"	0.467
"EIF5A"	"PYCR2"	0.156
"EIF5A"	"SEC61A1"	0.401
"EIF5A"	"FIS1"	0.379
"EIF5A"	"ISYNA1"	0.09
"EIF5A"	"PCBP3"	0.239
"EIF5A"	"MRPL16"	0.327
"EIF5A"	"PPAN"	0.023
"EIF5A"	"EXOSC5"	0.215
"EIF5A"	"XAB2"	0.203
"EIF5A"	"LSM2"	0.167
"EIF5A"	"SMAP1"	0.304
"EIF5A"	"MRPL17"	0.296
"EIF5A"	"PDCL3"	0.322
"EIF5A"	"ZNF598"	0.248
"EIF5A"	"ORMDL3"	0.323
"EIF5A"	"FTSJ3"	0.146
"EIF5A"	"TRAPPC5"	0.393
"EIF5A"	"TUBB"	0.219
"EIF5A"	"POLR2J2"	NA
"ELAVL3"	"PRMT8"	NA
"ELF4"	"NPM1"	0.34
"ELF4"	"SET"	0.371
"EMD"	"MYL6"	0.428
"EMD"	"HDAC3"	0.335
"EMD"	"MTA1"	0.254
"EMD"	"RPL35"	0.197
"EMD"	"SEC61A1"	0.361
"EMD"	"LSM2"	0.099
"EMD"	"FATE1"	0.15
"EMD"	"TUBB"	0.276
"EPHB3"	"PTPRU"	0.367
"EPHB3"	"ILKAP"	NA
"EXT2"	"SURF4"	0.082
"EXT2"	"SEC61A1"	0.034
"FANCG"	"FOXM1"	0.324
"FANCG"	"PLK1"	0.228
"FANCG"	"RTN2"	NA
"FANCG"	"ZBED1"	0.448
"FANCG"	"FTSJ3"	0.295
"FAU"	"MSN"	NA
"FAU"	"MYL6"	NA
"FAU"	"NPM1"	NA
"FAU"	"PCBP1"	NA
"FAU"	"PSMB4"	NA
"FAU"	"RPL4"	NA
"FAU"	"RPL7"	NA
"FAU"	"RPL8"	NA
"FAU"	"RPL10"	NA
"FAU"	"RPL11"	NA
"FAU"	"RPL15"	NA
"FAU"	"RPL18"	NA
"FAU"	"RPL30"	NA
"FAU"	"RPL27A"	NA
"FAU"	"RPL32"	NA
"FAU"	"RPL36AL"	NA
"FAU"	"RPL37"	NA
"FAU"	"RPL37A"	NA
"FAU"	"RPL41"	NA
"FAU"	"RPLP0"	NA
"FAU"	"RPLP2"	NA
"FAU"	"MRPS12"	NA
"FAU"	"RPN1"	NA
"FAU"	"RPS2"	NA
"FAU"	"RPS9"	NA
"FAU"	"RPS21"	NA
"FAU"	"RPS23"	NA
"FAU"	"SET"	NA
"FAU"	"SH3GL1"	NA
"FAU"	"STK24"	NA
"FAU"	"RPL14"	NA
"FAU"	"ARPC5"	NA
"FAU"	"RPL35"	NA
"FAU"	"GABARAP"	NA
"FAU"	"RPL13A"	NA
"FAU"	"VPS28"	NA
"FAU"	"MRPL16"	NA
"FAU"	"MRPL17"	NA
"FAU"	"MRPS24"	NA
"FAU"	"POLR2J2"	NA
"FGF8"	"GBX2"	0.57
"FGF8"	"MSX1"	0.469
"FGF8"	"LHX2"	0.946
"FHIT"	"HINT1"	0.709
"FHIT"	"MDH2"	0.377
"FOXM1"	"KIFC1"	0.241
"FOXM1"	"PLK1"	0.596
"FOXM1"	"RRM2"	0.424
"FOXM1"	"SP1"	0.544
"FOXM1"	"STAT3"	0.45
