"symbol1" "symbol2" "BP"
"CSNK2B" "PRMT5" 0.396
"CSNK2B" "ZNHIT1" 0.14
"CSNK2B" "NUDC" 0.417
"CSNK2B" "RPL35" 0.247
"CSNK2B" "DNAJC9" 0.071
"CSNK2B" "RPL13A" 0.326
"CSNK2B" "TIMM13" 0.124
"CSNK2B" "ANAPC2" 0.105
"CSNK2B" "CPSF1" 0.175
"CSNK2B" "PYCR2" 0.189
"CSNK2B" "VPS28" 0.264
"CSNK2B" "PAF1" 0.379
"CSNK2B" "MRPL16" 0.173
"CSNK2B" "ARHGAP17" 0.358
"CSNK2B" "PPAN" 0.673
"CSNK2B" "THOC2" 0.26
"CSNK2B" "LSM2" 0.149
"CSNK2B" "PDCL3" 0.317
"CSNK2B" "MUS81" 0.262
"CSNK2B" "PCGF6" 0.277
"CSNK2B" "ZNF598" 0.19
"CSNK2B" "KLHDC3" 0.159
"CSNK2B" "FTSJ3" 0.13
"CSNK2B" "TRAPPC5" 0.197
"CSNK2B" "TUBB" 0.51
"CSNK2B" "TSEN54" 0.016
"CTF1" "IL6R" 0.619
"CTF1" "SOS1" 0.686
"CTF1" "STAT3" 0.587
"CTSL" "GNB1" 0.294
"CTSL" "HLA-DRB1" 0.404
"CTSL" "RELB" 0.356
"CTSL" "IFI30" 0.396
"CYBA" "HLA-DRB1" 0.274
"CYBA" "MSN" 0.304
"CYBA" "PLP2" 0.291
"CYBA" "VAMP8" 0.309
"CYBA" "ARPC1B" 0.288
"CYP4A11" "SMARCD3" 0.394
"CYP4A11" "PLA2G2F" 0.412
"DAXX" "HSPB1" 0.536
"DAXX" "NPM1" 0.57
"DAXX" "RELB" 0.477
"DAXX" "SPN" 0.424
"DAXX" "STAT3" 0.506
"DAXX" "TP73" 0.572
"DAXX" "HDAC3" 0.583
"DAXX" "EXOSC3" 0.291
"DBH" "PNMT" 1
"DBH" "TH" 0.425
"DBP" "BATF" 0.214
"DDOST" "DYNC1H1" 0.258
"DDOST" "EEF2" 0.623
"DDOST" "EIF4A2" 0.328
"DDOST" "EIF5A" 0.303
"DDOST" "EMD" 0.247
"DDOST" "GLUD2" 0.199
"DDOST" "GNAI2" 0.336
"DDOST" "GNB1" 0.41
"DDOST" "GNB2" 0.274
"DDOST" "GTF2H4" 0.328
"DDOST" "HLA-DRB1" 0.356
"DDOST" "KIFC1" 0.118
"DDOST" "MARS" 0.362
"DDOST" "MDH2" 0.205
"DDOST" "MYL6" 0.072
"DDOST" "NONO" 0.407
"DDOST" "P2RY11" 0.288
"DDOST" "PCBP1" 0.378
"DDOST" "PCBP2" 0.348
"DDOST" "PGK1" 0.342
"DDOST" "PLP2" 0.487
"DDOST" "POLR2L" 0.372
"DDOST" "POR" 0.315
"DDOST" "PPIB" 0.109
"DDOST" "PPP2R5A" 0.253
"DDOST" "PSMA4" 0.334
"DDOST" "PSMA7" 0.334
"DDOST" "PSMB4" 0.334
"DDOST" "PSMC4" 0.38
"DDOST" "RAB5C" 0.454
"DDOST" "RANGAP1" 0.025
"DDOST" "RPL4" 0.458
"DDOST" "RPL7" 0.373
"DDOST" "RPL8" 0.465
"DDOST" "RPL10" 0.4
"DDOST" "RPL11" 0.327
"DDOST" "RPL15" 0.465
"DDOST" "RPL18" 0.465
"DDOST" "RPL30" 0.413
"DDOST" "RPL27A" 0.458
"DDOST" "RPL32" 0.465
"DDOST" "RPL37" 0.458
"DDOST" "RPL37A" 0.458
"DDOST" "RPL41" 0.465
"DDOST" "RPLP0" 0.481
"DDOST" "RPLP2" 0.458
"DDOST" "RPN1" 0.701
"DDOST" "RPS2" 0.424
"DDOST" "RPS9" 0.404
"DDOST" "RPS23" 0.407
"DDOST" "SH3GL1" 0.44
"DDOST" "SLC1A5" 0.145
"DDOST" "SLC3A2" 0.317
"DDOST" "SMARCD3" 0.37
"DDOST" "STAT3" 0.426
"DDOST" "SURF4" 0.415
"DDOST" "TBCA" 0.116
"DDOST" "UQCRC2" 0.294
"DDOST" "SLC39A7" 0.055
"DDOST" "CLPP" 0.317
"DDOST" "RBM10" NA
"DDOST" "RFXANK" NA
"DDOST" "RPL14" 0.404
"DDOST" "ZBED1" 0.561
"DDOST" "MTA2" 0.288
"DDOST" "ATP6V1F" 0.332
"DDOST" "ARPC5" 0.422
"DDOST" "ARPC1B" 0.254
"DDOST" "PRMT5" 0.253
"DDOST" "TUBGCP2" 0.143
"DDOST" "OS9" 0.482
"DDOST" "WDR6" 0.136
"DDOST" "RPL35" 0.417
"DDOST" "NUP210" 0.191
"DDOST" "RPL13A" 0.547
"DDOST" "KPNA6" 0.211
"DDOST" "HSPBP1" 0.208
"DDOST" "GSPT2" 0.415
"DDOST" "DHRS7B" 0.107
"DDOST" "TIMM13" 0.111
"DDOST" "CPSF1" 0.212
"DDOST" "SEC61A1" 0.128
"DDOST" "GEMIN4" 0.141
"DDOST" "PPAN" 0
"DDOST" "XAB2" 0.414
"DDOST" "PLSCR3" 0
"DDOST" "THOC2" 0.244
"DDOST" "LSM2" 0.201
"DDOST" "SMAP1" 0.378
"DDOST" "MRPL17" 0.279
"DDOST" "SMYD3" NA
"DDOST" "MUS81" 0.227
"DDOST" "SLC44A4" 0.25
"DDOST" "ZNF598" 0.361
"DDOST" "ORMDL3" 0.427
"DDOST" "FTSJ3" 0.077
"DDOST" "TRAPPC5" 0.241
"DDOST" "TUBB" 0.471
"DDOST" "POLR2J2" NA
"DDOST" "RNF149" 0.482
"DDX11" "GTF2H4" 0.398
"DDX11" "INCENP" 0.197
"DDX11" "KIFC1" 0.274
"DDX11" "MARS" 0.312
"DDX11" "NONO" 0.197
"DDX11" "PLK1" 0.398
"DDX11" "PSMA4" 0.072
"DDX11" "PSMC4" 0.108
"DDX11" "RPL4" 0.104
"DDX11" "RRM2" 0.088
"DDX11" "SET" 0.261
"DDX11" "HDAC3" 0.346
"DDX11" "PKMYT1" 0.287
"DDX11" "H2AFY" 0.386
"DDX11" "MYBBP1A" 0.28
"DDX11" "POLD3" 0.437
"DDX11" "NUDC" 0.162
"DDX11" "RPL35" 0.127
"DDX11" "DNAJC9" 0.06
"DDX11" "CPSF1" 0.07
"DDX11" "EXOSC3" 0.173
"DDX11" "PPAN" 0.153
"DDX11" "EXOSC5" 0.194
"DDX11" "CHTF18" 0.538
"DDX11" "MUS81" 0.364
"DDX11" "KLHDC3" 0.262
"DDX11" "FTSJ3" 0.099
"TIMM8A" "MARS" 0.075
"TIMM8A" "MDH2" 0.1
"TIMM8A" "NDUFB7" 0.075
"TIMM8A" "NDUFB10" 0.075
"TIMM8A" "NDUFV1" 0.083
"TIMM8A" "PSMA4" 0.182
"TIMM8A" "RPL36AL" NA
"TIMM8A" "RPL37" 0.26
"TIMM8A" "RPS23" 0.188
"TIMM8A" "SDHC" 0.153
"TIMM8A" "SET" 0.155
"TIMM8A" "SURF4" 0.205
"TIMM8A" "UQCRC2" 0.107
"TIMM8A" "RPL14" 0.234
"TIMM8A" "COX5A" 0
"TIMM8A" "JOSD1" 0.247
"TIMM8A" "RPL35" 0.222
"TIMM8A" "TIMM13" 0.536
"TIMM8A" "UQCRQ" 0
"TIMM8A" "LSM2" 0.153
"TIMM8A" "MRPL17" 0.078
"TIMM8A" "CHCHD4" 0.009
"DLX5" "MSX1" 0.328
"DYNC1H1" "DNM2" 0.516
"DYNC1H1" "EEF2" 0.231
"DYNC1H1" "FLII" NA
"DYNC1H1" "GNAI2" 0.25
"DYNC1H1" "GNB1" 0.251
"DYNC1H1" "GNL1" 0.347
"DYNC1H1" "HLA-DRB1" 0.244
"DYNC1H1" "KIFC1" 0.635
"DYNC1H1" "MARS" 0.035
"DYNC1H1" "MDH2" 0.013
"DYNC1H1" "PCBP1" 0.206
"DYNC1H1" "PCNT" 0.741
"DYNC1H1" "PEPD" 0.148
"DYNC1H1" "PLK1" 0.51
"DYNC1H1" "PSMA4" 0.049
"DYNC1H1" "PSMA7" 0.049
"DYNC1H1" "PSMB4" 0.049
"DYNC1H1" "PSMC4" 0.123
"DYNC1H1" "RPL4" 0.176
"DYNC1H1" "RPL8" 0.167
"DYNC1H1" "RPL18" 0.167
"DYNC1H1" "RPL30" 0.158
"DYNC1H1" "RPLP0" 0.245
"DYNC1H1" "RPLP2" 0.176
"DYNC1H1" "TPM2" 0.262
"DYNC1H1" "RPL14" 0.298
"DYNC1H1" "ENTPD4" 0
"DYNC1H1" "PRMT5" 0.312
"DYNC1H1" "MYBBP1A" 0.26
"DYNC1H1" "NUDC" 0.218
"DYNC1H1" "TUBGCP2" 0.549
"DYNC1H1" "RPL35" 0.223
"DYNC1H1" "GABARAP" 0.301
"DYNC1H1" "PSME4" 0.129
"DYNC1H1" "GSPT2" 0.066
"DYNC1H1" "TIMM13" 0.213
"DYNC1H1" "CPSF1" 0.151
"DYNC1H1" "PYCR2" 0.036
"DYNC1H1" "DYNC1LI1" 0.755
"DYNC1H1" "PPAN" 0.569
"DYNC1H1" "THOC2" 0.248
"DYNC1H1" "KLC2" 0.525
"DYNC1H1" "ZNF598" 0.062
"DYNC1H1" "OSBPL1A" 0.34
"DYNC1H1" "TRAPPC5" 0.39
"DYNC1H1" "TUBB" 0.712
"DYNC1H1" "TUBB2B" 0.568
"DNM2" "HCK" 0.565
"DNM2" "PPIB" 0.216
"DNM2" "RPS2" 0.403
"DNM2" "SH3GL1" 0.472
"DNM2" "VAV1" 0.582
"DNM2" "PSTPIP1" 0.436
"DNM2" "MPHOSPH6" 0.213
"DNM2" "KLC2" 0.323
"TSC22D3" "NFKB2" 0.659
"ECE1" "IGF2R" 0.175
"ECE1" "LAMP1" 0.073
"ECE1" "DNAJC5" 0.11
"ECHS1" "GSS" 0.661
"ECHS1" "HINT1" 0.378
"ECHS1" "IDH2" 0.519
"ECHS1" "MDH2" 0.588
"ECHS1" "NDUFB10" 0.537
"ECHS1" "NDUFV1" 0.588
"ECHS1" "PGK1" 0.615
"ECHS1" "RPS2" 0.445
"ECHS1" "SDHC" 0.8
"ECHS1" "STAT3" 0.378
"ECHS1" "UBE2V1" 0.378
"ECHS1" "UGP2" 0.603
"ECHS1" "UQCRC2" 0.588
"ECHS1" "CLPP" 0.614
"ECHS1" "COX5A" 0.425
"ECHS1" "CCS" 0.013
"ECHS1" "TXN2" 0.592
"ECHS1" "DHRS7B" 0.294
"ECHS1" "UQCRQ" 0.43
"ECHS1" "ACAD9" 0.728
"ECHS1" "CNDP2" 0
"ECHS1" "MRPS24" 0.103
"ECHS1" "DDA1" 0.133
"PHC1" "EEF1G" 0.103
"PHC1" "HDAC3" 0.292
"PHC1" "MTA1" 0.241
"PHC1" "ANAPC2" 0.171
"PHC1" "PCGF6" 0.625
"PHC1" "KLHDC3" 0.228
"EEF1G" "EEF2" 0.63
"EEF1G" "EIF5A" 0.274
"EEF1G" "FRG1" 0.373
"EEF1G" "GTF2H4" 0.224
"EEF1G" "NPM1" 0.155
"EEF1G" "P2RY11" 0.232
"EEF1G" "PFDN1" NA
"EEF1G" "PPIB" 0.144
"EEF1G" "PSMB4" 0.284
"EEF1G" "RPL4" 0.448
"EEF1G" "RPL7" 0.337
"EEF1G" "RPL8" 0.473
"EEF1G" "RPL11" 0.235
"EEF1G" "RPL18" 0.473
"EEF1G" "RPL37A" 0.448
"EEF1G" "RPLP0" 0.375
"EEF1G" "RPLP2" 0.448
"EEF1G" "RPS2" 0.39
"EEF1G" "RPS23" 0.397
"EEF1G" "PIAS1" 0.221
"EEF1G" "MTA1" 0.307
"EEF1G" "MYBBP1A" 0.269
"EEF1G" "NUDC" 0.251
"EEF1G" "RPL35" 0.39
"EEF1G" "CPSF1" 0.202
"EEF1G" "PPAN" 0
"EEF1G" "EXOSC5" 0.25
"EEF1G" "XAB2" 0.337
"EEF1G" "LSM2" 0.237
"EEF1G" "MUS81" 0.198
"EEF1G" "FTSJ3" 0.065
"EEF1G" "TSEN54" 0.024
"EEF2" "EIF4A2" 0.493
"EEF2" "EIF4EBP1" 0.339
"EEF2" "EIF5A" 0.494
"EEF2" "FAU" NA
"EEF2" "FLII" NA
"EEF2" "GLUD2" 0.165
"EEF2" "GNB1" 0.254
"EEF2" "GNB2" 0.256
"EEF2" "GNL1" 0.536
"EEF2" "HINT1" 0.48
"EEF2" "IDH2" 0.116
"EEF2" "MARS" 0.297
"EEF2" "MDH2" 0.16
"EEF2" "MSN" 0.268
"EEF2" "MYL6" 0.021
"EEF2" "NDUFV1" 0.1
"EEF2" "NONO" 0.348
"EEF2" "NPM1" 0.273
"EEF2" "P2RY11" 0.207
"EEF2" "PCBP1" 0.405
"EEF2" "PCBP2" 0.349
"EEF2" "PGK1" 0.217
"EEF2" "POLR2L" 0.343
"EEF2" "PPIB" 0.05
"EEF2" "PSMA4" 0.305
"EEF2" "PSMA7" 0.305
"EEF2" "PSMB4" 0.305
"EEF2" "PSMC4" 0.375
"EEF2" "RAB5C" 0.464
"EEF2" "RANGAP1" 0.031
"EEF2" "RPL4" 0.583
"EEF2" "RPL7" 0.442
"EEF2" "RPL8" 0.588
"EEF2" "RPL10" 0.479
"EEF2" "RPL11" 0.366
"EEF2" "RPL15" 0.588
"EEF2" "RPL18" 0.588
"EEF2" "RPL30" 0.484
"EEF2" "RPL27A" 0.583
"EEF2" "RPL32" 0.588
"EEF2" "RPL36AL" NA
"EEF2" "RPL37" 0.583
"EEF2" "RPL37A" 0.583
"EEF2" "RPL41" 0.588
"EEF2" "RPLP0" 0.478
"EEF2" "RPLP2" 0.583
"EEF2" "MRPS12" 0.714
"EEF2" "RPN1" 0.501
"EEF2" "RPS2" 0.529
"EEF2" "RPS9" 0.542
"EEF2" "RPS21" 0.47
"EEF2" "RPS23" 0.497
"EEF2" "RRM2" 0.115
"EEF2" "SET" 0.342
"EEF2" "SH3GL1" 0.407
"EEF2" "STAT3" 0.258
"EEF2" "SURF4" 0.477
"EEF2" "TSC2" 0.281
"EEF2" "UGP2" 0.111
"EEF2" "UQCRC2" 0.146
"EEF2" "CLPP" 0.315
"EEF2" "HIST1H2AC" 0.186
"EEF2" "EIF4G3" 0.748
"EEF2" "SQSTM1" 0.266
"EEF2" "RPL14" 0.487
"EEF2" "RAB11B" 0.4
"EEF2" "ATP6V1F" 0.3
"EEF2" "COX5A" 0.003
"EEF2" "ENTPD4" 0.067
"EEF2" "ARPC1B" 0.285
"EEF2" "NPM3" 0.044
"EEF2" "PRMT5" 0.169
"EEF2" "MYBBP1A" 0.32
"EEF2" "NUDC" 0.268
"EEF2" "RPL35" 0.516
"EEF2" "GABARAP" 0.171
"EEF2" "EXOSC7" 0.155
"EEF2" "WDTC1" 0.33
"EEF2" "DNAJC9" 0
"EEF2" "HARS2" 0.592
"EEF2" "RPL13A" 0.6
"EEF2" "KPNA6" 0.211
"EEF2" "HSPBP1" 0.304
"EEF2" "GSPT2" 0.539
"EEF2" "TXN2" 0.003
"EEF2" "DHRS7B" 0.031
"EEF2" "TIMM13" 0.136
"EEF2" "ANAPC2" 0.084
"EEF2" "CPSF1" 0.264
"EEF2" "PYCR2" 0.359
"EEF2" "SEC61A1" 0.161
"EEF2" "VPS28" 0.283
"EEF2" "ISYNA1" 0.025
"EEF2" "DPH5" 0.824
"EEF2" "LSM7" 0.288
"EEF2" "MRPL16" 0.649
"EEF2" "PPAN" 0
"EEF2" "XAB2" 0.387
"EEF2" "THOC2" 0.258
"EEF2" "LSM2" 0.288
"EEF2" "MRPL17" 0.614
"EEF2" "MRPS24" 0.649
"EEF2" "PDCL3" 0.296
"EEF2" "MUS81" 0.174
"EEF2" "RHOT2" 0.191
"EEF2" "ZNF598" 0.465
"EEF2" "FTSJ3" 0.07
"EEF2" "TRAPPC5" 0.348
"EEF2" "HIPK4" NA
"EEF2" "TUBB" 0.419
"EEF2" "MRPL21" 0.614
"EEF2" "HIST1H2AA" 0.217
"EEF2" "POLR2J2" NA
"EEF2" "TUBB2B" 0.186
"EGR1" "HRAS" 0.511
"EGR1" "IFIT2" 0.341
"EGR1" "IRF2" 0.537
"EGR1" "IRF3" 0.504
"EGR1" "IRF7" 0.487
"EGR1" "NPM1" 0.432
"EGR1" "PITX1" 0.161
"EGR1" "SP1" 0.527
"EGR1" "SRF" 0.524
"EGR1" "STAT3" 0.492
"EGR1" "GDF15" 0.44
"EIF4A2" "EIF4EBP1" 0.369
"EIF4A2" "EIF5A" 0.226
"EIF4A2" "GNAI2" 0.144
"EIF4A2" "GNB1" 0.113
"EIF4A2" "GNB2" 0.143
"EIF4A2" "GNL1" 0.234
"EIF4A2" "GTF2H4" 0.284
"EIF4A2" "MARS" 0.238
"EIF4A2" "MDH2" 0.181
"EIF4A2" "MYL6" 0.009
"EIF4A2" "NONO" 0.257
"EIF4A2" "NPM1" 0.192
"EIF4A2" "P2RY11" 0.092
"EIF4A2" "PCBP1" 0.401
"EIF4A2" "PCBP2" 0.298
"EIF4A2" "PFDN1" NA
"EIF4A2" "PFDN2" 0.039
"EIF4A2" "PGK1" 0.198
"EIF4A2" "PLK1" 0.165
"EIF4A2" "PPIB" 0.054
"EIF4A2" "PSMA4" 0.327
"EIF4A2" "PSMA7" 0.327
"EIF4A2" "PSMB4" 0.327
"EIF4A2" "PSMC4" 0.353
"EIF4A2" "RANGAP1" 0.006
"EIF4A2" "RPL4" 0.589
"EIF4A2" "RPL7" 0.458
"EIF4A2" "RPL8" 0.6
"EIF4A2" "RPL10" 0.496
"EIF4A2" "RPL11" 0.317
"EIF4A2" "RPL15" 0.6
"EIF4A2" "RPL18" 0.6
"EIF4A2" "RPL30" 0.48
"EIF4A2" "RPL27A" 0.589
"EIF4A2" "RPL32" 0.6
"EIF4A2" "RPL36AL" NA
"EIF4A2" "RPL37" 0.589
"EIF4A2" "RPL37A" 0.589
"EIF4A2" "RPL41" 0.6
"EIF4A2" "RPLP0" 0.48
"EIF4A2" "RPLP2" 0.589
"EIF4A2" "RPN1" 0.463
"EIF4A2" "RPS2" 0.53
"EIF4A2" "RPS9" 0.506
"EIF4A2" "RPS23" 0.512
"EIF4A2" "SURF4" 0.071
"EIF4A2" "HIST1H2AC" 0.138
"EIF4A2" "EIF4G3" 1
"EIF4A2" "RPL14" 0.497
"EIF4A2" "PRMT5" 0.126
"EIF4A2" "RPL35" 0.528
"EIF4A2" "HARS2" 0.6
"EIF4A2" "RPL13A" 0.564
"EIF4A2" "KPNA6" 0
"EIF4A2" "GSPT2" 0.539
"EIF4A2" "CPSF1" 0.253
"EIF4A2" "PYCR2" 0.309
"EIF4A2" "CAB39" 0.262
"EIF4A2" "PRMT8" 0.313
"EIF4A2" "PPAN" 0
"EIF4A2" "THOC2" 0.159
"EIF4A2" "SMAP1" 0
"EIF4A2" "MUS81" 0.164
"EIF4A2" "ZNF598" 0.369
"EIF4A2" "FTSJ3" 0.104
"EIF4A2" "TRAPPC5" 0
"EIF4A2" "TUBB" 0.171
"EIF4EBP1" "RPLP0" 0.315
"EIF4EBP1" "TSC2" 0.305
"EIF4EBP1" "PIM2" 0.41
"EIF5A" "EMD" 0.423
"EIF5A" "GNB1" 0.261
"EIF5A" "GNB2" 0.242
"EIF5A" "GNL1" 0.372
"EIF5A" "GTF2H4" 0.227
"EIF5A" "HINT1" 0.476
"EIF5A" "IDH2" 0.122
"EIF5A" "KIFC1" 0.287
"EIF5A" "MARS" 0.148
"EIF5A" "MDH2" 0.107
"EIF5A" "MYL6" 0.104
"EIF5A" "NDUFV1" 0.075
"EIF5A" "NONO" 0.323
"EIF5A" "NPM1" 0.462
"EIF5A" "P2RY11" 0.208
"EIF5A" "PCBP1" 0.36
"EIF5A" "PCBP2" 0.29
"EIF5A" "PEPD" 0.322
"EIF5A" "PFDN2" 0.179
"EIF5A" "PGK1" 0.218
"EIF5A" "PLK1" 0.35
"EIF5A" "POLR2L" 0.292
"EIF5A" "POR" 0.184
"EIF5A" "PPIB" 0.114
"EIF5A" "PPP2R5A" 0.268
"EIF5A" "PSMA4" 0.195
"EIF5A" "PSMA7" 0.195
"EIF5A" "PSMB4" 0.195
"EIF5A" "PSMC4" 0.268
"EIF5A" "RAB5B" 0.436
"EIF5A" "RAB5C" 0.461
"EIF5A" "RANGAP1" 0.371
"EIF5A" "RPL4" 0.474
"EIF5A" "RPL7" 0.396
"EIF5A" "RPL8" 0.459
"EIF5A" "RPL10" 0.495
"EIF5A" "RPL11" 0.374
"EIF5A" "RPL15" 0.459
"EIF5A" "RPL18" 0.459
"EIF5A" "RPL30" 0.399
"EIF5A" "RPL27A" 0.474
"EIF5A" "RPL32" 0.459
"EIF5A" "RPL36AL" NA
"EIF5A" "RPL37" 0.474
"EIF5A" "RPL37A" 0.474
"EIF5A" "RPLP0" 0.403
"EIF5A" "RPLP2" 0.474
"EIF5A" "MRPS12" 0.373
"EIF5A" "RPN1" 0.357
"EIF5A" "RPS2" 0.443
"EIF5A" "RPS9" 0.545
"EIF5A" "RPS23" 0.39
"EIF5A" "RRM2" 0.058
"EIF5A" "SH3GL1" 0.395
"EIF5A" "SURF4" 0.371
"EIF5A" "UGP2" 0.062
"EIF5A" "UQCRC2" 0.252
"EIF5A" "RPL14" 0.426
"EIF5A" "MTA1" 0.292
"EIF5A" "ZBED1" 0.609
"EIF5A" "ATP6V1F" 0.386
"EIF5A" "COX5A" 0
"EIF5A" "ARPC5" 0.371
"EIF5A" "ARPC1B" 0.251
"EIF5A" "PRMT5" 0.204
"EIF5A" "ZNHIT1" 0.048
"EIF5A" "MYBBP1A" 0.39
"EIF5A" "AGPAT1" 0.404
"EIF5A" "RPL35" 0.434
"EIF5A" "GABARAP" 0.41
"EIF5A" "RPL13A" 0.424
"EIF5A" "GSPT2" 0.283
"EIF5A" "TIMM13" 0.366
"EIF5A" "CPSF1" 0.445
"EIF5A" "PYCR2" 0.13
"EIF5A" "SEC61A1" 0.381
"EIF5A" "FIS1" 0.387
"EIF5A" "ISYNA1" 0.05
"EIF5A" "PCBP3" 0.394
"EIF5A" "MRPL16" 0.286
"EIF5A" "PPAN" 0.062
"EIF5A" "EXOSC5" 0.128
"EIF5A" "XAB2" 0.34
"EIF5A" "LSM2" 0.202
"EIF5A" "SMAP1" 0.19
"EIF5A" "MRPL17" 0.243
"EIF5A" "PDCL3" 0.303
"EIF5A" "ZNF598" 0.276
"EIF5A" "ORMDL3" 0.281
"EIF5A" "FTSJ3" 0.041
"EIF5A" "TRAPPC5" 0.42
"EIF5A" "TUBB" 0.447
"EIF5A" "POLR2J2" NA
"ELAVL3" "PRMT8" NA
"ELF4" "NPM1" 0.438
"ELF4" "SET" 0.479
"EMD" "MYL6" 0.434
"EMD" "HDAC3" 0.312
"EMD" "MTA1" 0.312
"EMD" "RPL35" 0.198
"EMD" "SEC61A1" 0.222
"EMD" "LSM2" 0.103
"EMD" "FATE1" 0.212
"EMD" "TUBB" 0.424
"EPHB3" "PTPRU" 0.411
"EPHB3" "ILKAP" NA
"EXT2" "SURF4" 0.239
"EXT2" "SEC61A1" 0.094
"FANCG" "FOXM1" 0.419
"FANCG" "PLK1" 0.29
"FANCG" "RTN2" NA
"FANCG" "ZBED1" 0.616
"FANCG" "FTSJ3" 0.22
"FAU" "MSN" NA
"FAU" "MYL6" NA
"FAU" "NPM1" NA
"FAU" "PCBP1" NA
"FAU" "PSMB4" NA
"FAU" "RPL4" NA
"FAU" "RPL7" NA
"FAU" "RPL8" NA
"FAU" "RPL10" NA
"FAU" "RPL11" NA
"FAU" "RPL15" NA
"FAU" "RPL18" NA
"FAU" "RPL30" NA
"FAU" "RPL27A" NA
"FAU" "RPL32" NA
"FAU" "RPL36AL" NA
"FAU" "RPL37" NA
"FAU" "RPL37A" NA
"FAU" "RPL41" NA
"FAU" "RPLP0" NA
"FAU" "RPLP2" NA
"FAU" "MRPS12" NA
"FAU" "RPN1" NA
"FAU" "RPS2" NA
"FAU" "RPS9" NA
"FAU" "RPS21" NA
"FAU" "RPS23" NA
"FAU" "SET" NA
"FAU" "SH3GL1" NA
"FAU" "STK24" NA
"FAU" "RPL14" NA
"FAU" "ARPC5" NA
"FAU" "RPL35" NA
"FAU" "GABARAP" NA
"FAU" "RPL13A" NA
"FAU" "VPS28" NA
"FAU" "MRPL16" NA
"FAU" "MRPL17" NA
"FAU" "MRPS24" NA
"FAU" "POLR2J2" NA
"FGF8" "GBX2" 0.796
"FGF8" "MSX1" 0.463
"FGF8" "LHX2" 0.977
"FHIT" "HINT1" 0.739
"FHIT" "MDH2" 0.367
"FOXM1" "KIFC1" 0.294
"FOXM1" "PLK1" 0.612
"FOXM1" "RRM2" 0.339
"FOXM1" "SP1" 0.585
"FOXM1" "STAT3" 0.434
"FOXM1" "TACC3" 0.394
"FLII" "GNAI2" NA
"FLII" "HSPB1" NA
"FLII" "RPL7" NA
"FLII" "RPLP2" NA
"FLII" "RPS9" NA
"FLII" "HDAC3" NA
"FLII" "ARPC1B" NA
"FLII" "MYBBP1A" NA
"FLII" "NUDC" NA
"FRG1" "GTF2F1" 1
"FRG1" "MSN" 0.622
"FRG1" "NPM1" 0.684
"FRG1" "PCBP1" 1
"FRG1" "PSMA4" 0.366
"FRG1" "PSMA7" 0.366
"FRG1" "PSMB4" 0.366
"FRG1" "RPL4" 0.726
"FRG1" "RPL11" 0.726
"FRG1" "RPL18" 0.726
"FRG1" "RPL32" 0.726
"FRG1" "RPL36AL" NA
"FRG1" "RPL37" 0.726
"FRG1" "RPL37A" 0.726
"FRG1" "RPS9" 0.726
"FRG1" "RPS23" 0.726
"FRG1" "RRM2" 0.27
"FRG1" "SET" 0.728
"FRG1" "SF3A2" 1
"FRG1" "PIAS1" 0.638
"FRG1" "HDAC3" 0.612
"FRG1" "RPL14" 0.726
"FRG1" "MTA2" 0.564
"FRG1" "MPHOSPH6" 0.724
"FRG1" "NUDC" 0.405
"FRG1" "RPL35" 0.726
"FRG1" "PSME4" 0.556
"FRG1" "CPSF1" 1
"FRG1" "EXOSC3" 0.728
"FRG1" "LSM7" 1
"FRG1" "PAF1" 0.704
"FRG1" "CTNNBL1" 1
"FRG1" "XAB2" 1
"FRG1" "LSM2" 1
"FRG1" "FTSJ3" 0.532
"FSHR" "HTR4" 0.407
"FSHR" "SCTR" 0.459
"FSHR" "ADM2" 0.472
"FTL" "MYOG" 0.039
"FTL" "RPLP0" 0.108
"FTL" "MPHOSPH6" 0.026
"NR5A1" "PITX1" 0.394
"NR5A1" "SMARCD3" 0.476
"NR5A1" "SP1" 0.549
"NR5A1" "THRA" 0.713
"NR5A1" "PIAS1" 0.445
"NR5A1" "THOC2" 0.364
"GATA2" "SPI1" 0.62
"GATA2" "STAT3" 0.467
"GATA2" "TAL1" 0.549
"GATA2" "HDAC3" 0.492
"GATA2" "ZBTB32" 0.408
"GATA2" "ZFPM1" 0.513
"GGT1" "GCLM" 0.537
"GGT1" "GSS" 0.586
"GGT1" "GSTM1" 0.363
"GGT1" "CSAD" NA
"GJA8" "LIM2" 0
"GCLM" "GSS" 0.683
"GCLM" "CNDP2" 1
"GLUD2" "GNB2" 0.109
"GLUD2" "GYS1" 0.753
"GLUD2" "IDH2" 0.54
"GLUD2" "MDH2" 0.587
"GLUD2" "PGK1" 0.286
"GLUD2" "PSMA4" 0.317
"GLUD2" "PSMA7" 0.317
"GLUD2" "PSMB4" 0.317
"GLUD2" "PSMC4" 0.302
"GLUD2" "RRM2" 0.091
"GLUD2" "SDHC" 0.551
"GLUD2" "ATP6V1F" 0.074
"GLUD2" "COX5A" 0.625
"GNAI2" "GNB1" 0.683
"GNAI2" "GNB2" 0.67
"GNAI2" "HCK" 0.476
"GNAI2" "HRAS" 0.591
"GNAI2" "KIFC1" 0.157
"GNAI2" "MYL6" 0.121
"GNAI2" "NPM1" 0.437
"GNAI2" "PCBP1" 0.339
"GNAI2" "PCBP2" 0.337
"GNAI2" "PGK1" 0.343
