"ENTREZID","SYMBOL"
"23233","EXOC6B"
"373073","CLAM"
"337873","HIST2H2BC"
"5970","RELA"
"5055","SERPINB2"
"5139","PDE3A"
"440560","PRAMEF11"
"56664","VTRNA1-1"
"6745","SSR1"
"22843","PPM1E"
"219983","OR4D6"
"1356","CP"
"65056","GPBP1"
"57060","PCBP4"
"5187","PER1"
"57599","WDR48"
"8218","CLTCL1"
"84317","CCDC115"
"116159","CYYR1"
"79820","CATSPERB"
"30009","TBX21"
"284433","OR10H5"
"81537","SGPP1"
"80209","PROSER1"
"414919","C8orf82"
"343035","RD3"
"66037","BOLL"
"83892","KCTD10"
"388677","NOTCH2NL"
"54884","RETSAT"
"55511","SAGE1"
"54825","CDHR2"
"1620","BRINP1"
"149628","PYHIN1"
"124751","KRBA2"
"8882","ZPR1"
"54463","RETREG1"
"192668","CYS1"
"79893","GGNBP2"
"79156","PLEKHF1"
"7385","UQCRC2"
"730051","ZNF814"
"10553","HTATIP2"
"5342","PLGLB2"
"5814","PURB"
"8600","TNFSF11"
"6992","PPP1R11"
"55556","ENOSF1"
"6660","SOX5"
"148867","SLC30A7"
"1739","DLG1"
"203427","SLC25A43"
"1375","CPT1B"
"6718","AKR1D1"
"100820829","MYZAP"
"10290","SPEG"
"8269","TMEM187"
"9781","RNF144A"
"345643","MCIDAS"
"55024","BANK1"
"4145","MATK"
"8766","RAB11A"
"353500","BMP8A"
"256394","SERPINA11"
"79706","PRKRIP1"
"142686","ASB14"
"89849","ATG16L2"
"1015","CDH17"
"120227","CYP2R1"
"253980","KCTD13"
"90011","KIR3DX1"
"169841","ZNF169"
"60481","ELOVL5"
"22863","ATG14"
"78995","C17orf53"
"11154","AP4S1"
"6429","SRSF4"
"9496","TBX4"
"57128","LYRM4"
"51691","LSM8"
"57830","KRTAP5-8"
"5078","PAX4"
"80723","SLC35G2"
"123745","PLA2G4E"
"1280","COL2A1"
"2168","FABP1"
"83852","SETDB2"
"729250","PRR20E"
"51759","C9orf78"
"442247","RFPL4B"
"653","BMP5"
"54458","PRR13"
"282617","IFNL3"
"348262","MCRIP1"
"440279","UNC13C"
"54469","ZFAND6"
"3848","KRT1"
"55687","TRMU"
"3920","LAMP2"
"23594","ORC6"
"1308","COL17A1"
"552","AVPR1A"
"92104","TTC30A"
"54974","THG1L"
"285282","RABL3"
"220064","ORAOV1"
"10079","ATP9A"
"8369","HIST1H4G"
"5883","RAD9A"
"3458","IFNG"
"112942","CFAP36"
"6736","SRY"
"130612","TMEM198"
"9557","CHD1L"
"84303","CHCHD6"
"340595","RTL4"
"8742","TNFSF12"
"107","ADCY1"
"3682","ITGAE"
"7204","TRIO"
"6166","RPL36AL"
"26341","OR5H1"
"5172","SLC26A4"
"51271","UBAP1"
"9124","PDLIM1"
"27156","RSPH14"
"390321","OR6C1"
"84803","GPAT3"
"80727","TTYH3"
"401565","FAM166A"
"55655","NLRP2"
"990","CDC6"
"84068","SLC10A7"
"129446","XIRP2"
"5971","RELB"
"431705","ASTL"
"799","CALCR"
"10181","RBM5"
"6563","SLC14A1"
"197135","PATL2"
"5437","POLR2H"
"284040","CDRT4"
"93979","CPA5"
"3217","HOXB7"
"53345","TM6SF2"
"8671","SLC4A4"
"1609","DGKQ"
"353219","KAAG1"
"79072","FASTKD3"
"489","ATP2A3"
"55320","MIS18BP1"
"127435","PODN"
"91298","C12orf29"
"258010","SVIP"
"254394","MCM9"
"343990","KIAA1211L"
"113","ADCY7"
"29802","VPREB3"
"374907","B3GNT8"
"63974","NEUROD6"
"27334","P2RY10"
"6792","CDKL5"
"387601","SLC22A25"
"4185","ADAM11"
"25934","NIPSNAP3A"
"27012","KCNV1"
"207063","DHRSX"
"6938","TCF12"
"4988","OPRM1"
"50856","CLEC4A"
"4691","NCL"
"64772","ENGASE"
"10920","COPS8"
"5783","PTPN13"
"493856","CISD2"
"3983","ABLIM1"
"5414","SEPT4"
"23530","NNT"
"23137","SMC5"
"636","BICD1"
"9776","ATG13"
"80149","ZC3H12A"
"128338","DRAM2"
"79544","OR4K1"
"79796","ALG9"
"1282","COL4A1"
"1879","EBF1"
"387893","KMT5A"
"442868","BPY2C"
"3915","LAMC1"
"6347","CCL2"
"57828","CATSPERG"
"391114","OR6K3"
"27098","CLUL1"
"389432","SAMD5"
"80339","PNPLA3"
"25966","C2CD2"
"6452","SH3BP2"
"2192","FBLN1"
"57513","CASKIN2"
"84080","ENKD1"
"123722","FSD2"
"326624","RAB37"
"51035","UBXN1"
"116255","MOGAT1"
"55120","FANCL"
"4842","NOS1"
"654320","SNORA8"
"51390","AIG1"
"92344","GORAB"
"406932","MIR140"
"9702","CEP57"
"3706","ITPKA"
"22829","NLGN4Y"
"56981","PRDM11"
"1025","CDK9"
"146050","ZSCAN29"
"5340","PLG"
"10846","PDE10A"
"284203","RNASEH1P1"
"158983","H2BFWT"
"337979","KRTAP22-1"
"79933","SYNPO2L"
"337875","HIST2H2BA"
"65996","CENPBD1P1"
"10489","LRRC41"
"59353","TMEM35A"
"57551","TAOK1"
"80019","UBTD1"
"401944","LDLRAD2"
"2170","FABP3"
"79990","PLEKHH3"
"645249","MNX1-AS1"
"129531","MITD1"
"83650","SLC35G5"
"8896","BUD31"
"2938","GSTA1"
"3712","IVD"
"186","AGTR2"
"84667","HES7"
"123099","DEGS2"
"11316","COPE"
"11231","SEC63"
"9989","PPP4R1"
"9232","PTTG1"
"9028","RHBDL1"
"6883","TAF12"
"5100","PCDH8"
"641","BLM"
"25949","SYF2"
"673","BRAF"
"79982","DNAJB14"
"221241","LINC00305"
"92675","DTD1"
"79896","THNSL1"
"43847","KLK14"
"5862","RAB2A"
"9931","HELZ"
"3589","IL11"
"5757","PTMA"
"11015","KDELR3"
"2314","FLII"
"8243","SMC1A"
"9873","FCHSD2"
"4025","LPO"
"5708","PSMD2"
"10893","MMP24"
"89894","TMEM116"
"8854","ALDH1A2"
"440515","ZNF506"
"65065","NBEAL1"
"100131980","ZNF705G"
"64434","NOM1"
"2219","FCN1"
"65108","MARCKSL1"
"5079","PAX5"
"55647","RAB20"
"116068","LYSMD3"
"10526","IPO8"
"4947","OAZ2"
"55322","C5orf22"
"140686","WFDC3"
"54084","TSPEAR"
"6910","TBX5"
"9858","PPP1R26"
"117155","CATSPER2"
"440044","SLC22A20P"
"642475","MROH6"
"8537","BCAS1"
"1347","COX7A2"
"6098","ROS1"
"8972","MGAM"
"84295","PHF6"
"729759","OR4F29"
"5184","PEPD"
"6670","SP3"
"5965","RECQL"
"1340","COX6B1"
"84124","ZNF394"
"386618","KCTD4"
"54551","MAGEL2"
"391253","SPINT4"
"729025","SLC15A5"
"9052","GPRC5A"
"9678","PHF14"
"89795","NAV3"
"283165","KIRREL3-AS3"
"6210","RPS15A"
"79960","JADE1"
"81848","SPRY4"
"139221","MUM1L1"
"10360","NPM3"
"138805","OR13F1"
"8459","TPST2"
"9360","PPIG"
"79140","CCDC28B"
"85379","KIAA1671"
"220002","CYB561A3"
"995","CDC25C"
"1278","COL1A2"
"8027","STAM"
"56681","SAR1A"
"1750","DLX6"
"858","CAV2"
"85456","TNKS1BP1"
"8449","DHX16"
"653275","CFC1B"
"6801","STRN"
"491","ATP2B2"
"9127","P2RX6"
"11004","KIF2C"
"79664","ICE2"
"57695","USP37"
"6354","CCL7"
"29978","UBQLN2"
"23092","ARHGAP26"
"414061","DNAJB3"
"7745","ZKSCAN8"
"283933","ZNF843"
"135644","TRIM40"
"4968","OGG1"
"9464","HAND2"
"7267","TTC3"
"2072","ERCC4"
"51151","SLC45A2"
"115704","EVI5L"
"85465","SELENOI"
"51316","PLAC8"
"133418","EMB"
"158866","ZDHHC15"
"8190","MIA"
"80790","CMIP"
"55137","FIGN"
"26520","TIMM9"
"54810","GIPC2"
"100129543","ZNF730"
"11199","ANXA10"
"57538","ALPK3"
"5016","OVGP1"
"3687","ITGAX"
"155400","NSUN5P1"
"339906","PRSS42"
"60437","CDH26"
"114771","PGLYRP3"
"127002","ATXN7L2"
"85285","KRTAP4-1"
"153733","CCDC112"
"56912","IFT46"
"9582","APOBEC3B"
"84498","FAM120B"
"84197","POMK"
"582","BBS1"
"706","TSPO"
"117178","SSX2IP"
"7490","WT1"
"143379","C10orf82"
"84365","NIFK"
"388722","C1orf53"
"283209","PGM2L1"
"11200","CHEK2"
"10242","KCNMB2"
"5967","REG1A"
"80183","RUBCNL"
"387103","CENPW"
"50831","TAS2R3"
"9113","LATS1"
"5709","PSMD3"
"58510","PRODH2"
"3916","LAMP1"
"83445","GSG1"
"80035","ANP32A-IT1"
"64801","ARV1"
"64388","GREM2"
"23780","APOL2"
"202134","FAM153B"
"4076","CAPRIN1"
"91782","CHMP7"
"114907","FBXO32"
"2517","FUCA1"
"51315","KRCC1"
"619565","SNORA52"
"7456","WIPF1"
"150465","TTL"
"23534","TNPO3"
"56917","MEIS3"
"399967","PATE2"
"392447","RPL32P36"
"140258","KRTAP13-1"
"728556","MEMO1P1"
"26085","KLK13"
"2636","GBX1"
"55178","MRM3"
"8909","ENDOU"
"51278","IER5"
"84467","FBN3"
"10581","IFITM2"
"131540","ZDHHC19"
"340990","OTOG"
"397","ARHGDIB"
"390937","LOC390937"
"4811","NID1"
"119687","OR51A7"
"28958","COA3"
"9775","EIF4A3"
"23241","PACS2"
"203190","LGI3"
"6619","SNAPC3"
"84691","FAM71F1"
"23254","KAZN"
"3708","ITPR1"
"55879","GABRQ"
"3418","IDH2"
"114131","UCN3"
"27128","CYTH4"
"81559","TRIM11"
"79670","ZCCHC6"
"400735","PRAMEF4"
"10936","GPR75"
"2249","FGF4"
"139793","PAGE3"
"6675","UAP1"
"126328","NDUFA11"
"51552","RAB14"
"285955","SPDYE1"
"30820","KCNIP1"
"83446","CCDC70"
"26257","NKX2-8"
"440452","TBC1D3P2"
"330","BIRC3"
"440023","KRTAP5-6"
"57636","ARHGAP23"
"81627","TRMT1L"
"57805","CCAR2"
"2819","GPD1"
"79660","PPP1R3B"
"2968","GTF2H4"
"59284","CACNG7"
"140688","NOL4L"
"56980","PRDM10"
"29083","GTPBP8"
"29090","TIMM21"
"7348","UPK1B"
"84247","RTL6"
"8817","FGF18"
"29057","FAM156A"
"1744","DLSTP1"
"10248","POP7"
"284802","FRG1BP"
"1230","CCR1"
"24150","TP53TG3"
"83540","NUF2"
"10555","AGPAT2"
"83940","TATDN1"
"222484","LNX2"
"7021","TFAP2B"
"96597","TBC1D27P"
"4091","SMAD6"
"359710","BPIFB3"
"6045","RNF2"
"973","CD79A"
"4128","MAOA"
"669","BPGM"
"946","SIGLEC6"
"6539","SLC6A12"
"27198","HCAR1"
"54467","ANKIB1"
"162387","MFSD6L"
"1394","CRHR1"
"9852","EPM2AIP1"
"375607","NAT16"
"3670","ISL1"
"28815","IGLV2-14"
"4969","OGN"
"84669","USP32"
"201292","TRIM65"
"1539","CYLC2"
"83853","ROPN1L"
"4519","CYTB"
"9112","MTA1"
"644186","SYCE3"
"200132","TCTEX1D1"
"51249","TMEM69"
"8228","PNPLA4"
"8590","OR6A2"
"347051","SLC10A5"
"389289","ANXA2R"
"55683","KANSL3"
"15","AANAT"
"11037","STON1"
"8840","WISP1"
"284656","EPHA10"
"57586","SYT13"
"92346","C1orf105"
"139741","ACTRT1"
"1029","CDKN2A"
"339122","RAB43"
"119678","OR52E2"
"613212","CTXN3"
"404663","LINC01194"
"5714","PSMD8"
"54468","MIOS"
"8976","WASL"
"8549","LGR5"
"255877","BCL6B"
"25778","DSTYK"
"4160","MC4R"
"831","CAST"
"387775","SLC22A10"
"6253","RTN2"
"55973","BCAP29"
"2000","ELF4"
"140596","DEFB104A"
"284393","RPL10P16"
"11064","CNTRL"
"5612","THAP12"
"6018","RLF"
"5225","PGC"
"3833","KIFC1"
"64757","MARC1"
"6707","SPRR3"
"5081","PAX7"
"728299","KRTAP19-8"
"133491","C5orf47"
"155051","CRYGN"
"8550","MAPKAPK5"
"93081","TEX30"
"2355","FOSL2"
"55229","PANK4"
"2697","GJA1"
"2395","FXN"
"22809","ATF5"
"8939","FUBP3"
"9612","NCOR2"
"905","CCNT2"
"730668","LOC730668"
"1441","CSF3R"
"4293","MAP3K9"
"729431","GAGE12E"
"8904","CPNE1"
"25790","CFAP45"
"3973","LHCGR"
"160335","TMTC2"
"3075","CFH"
"285126","DNAJC5G"
"51248","PDZD11"
"1084","CEACAM3"
"5884","RAD17"
"125206","SLC5A10"
"245915","DEFB112"
"374946","DRAXIN"
"26261","FBXO24"
"401024","FSIP2"
"93107","KCNG4"
"55897","MESP1"
"84274","COQ5"
"221074","SLC39A12"
"5602","MAPK10"
"5500","PPP1CB"
"100033413","SNORD116-1"
"27345","KCNMB4"
"3630","INS"
"4190","MDH1"
"255057","CBARP"
"8988","HSPB3"
"84561","SLC12A8"
"26832","RNU5B-1"
"1020","CDK5"
"54832","VPS13C"
"64151","NCAPG"
"54344","DPM3"
"4695","NDUFA2"
"219957","OR9Q2"
"50615","IL21R"
"55205","ZNF532"
"9934","P2RY14"
"90381","TICRR"
"619570","SNORD95"
"1829","DSG2"
"3421","IDH3G"
"132001","TAMM41"
"147929","ZNF565"
"23493","HEY2"
"127428","TCEANC2"
"51250","C6orf203"
"445582","POTEE"
"10809","STARD10"
"56890","MDM1"
"3495","IGHD"
"10945","KDELR1"
"90113","VWA5B2"
"10919","EHMT2"
"3091","HIF1A"
"167826","OLIG3"
"22877","MLXIP"
"4040","LRP6"
"157506","RDH10"
"26060","APPL1"
"284013","VMO1"
"9927","MFN2"
"6901","TAZ"
"59277","NTN4"
"200916","RPL22L1"
"127943","FCRLB"
"337968","KRTAP6-3"
"441869","ANKRD65"
"347744","C6orf52"
"11040","PIM2"
"6233","RPS27A"
"6610","SMPD2"
"83548","COG3"
"9168","TMSB10"
"9082","XKRY"
"149095","DCST1"
"2230","FDX1"
"7058","THBS2"
"6217","RPS16"
"10246","SLC17A2"
"6187","RPS2"
"23177","CEP68"
"27349","MCAT"
"128346","C1orf162"
"1961","EGR4"
"90523","MLIP"
"2577","GAGE5"
"64111","NPVF"
"51079","NDUFA13"
"60494","CCDC81"
"27125","AFF4"
"6122","RPL3"
"93624","TADA2B"
"3164","NR4A1"
"10053","AP1M2"
"29114","TAGLN3"
"285335","SLC9C1"
"79690","GAL3ST4"
"1520","CTSS"
"7007","TECTA"
"58158","NEUROD4"
"6361","CCL17"
"79993","ELOVL7"
"11138","TBC1D8"
"9650","MTFR1"
"1649","DDIT3"
"100303755","PET117"
"11176","BAZ2A"
"116138","KLHDC3"
"80206","FHOD3"
"22870","PPP6R1"
"11168","PSIP1"
"90075","ZNF30"
"2794","GNL1"
"6667","SP1"
"7135","TNNI1"
"7621","ZNF70"
"118856","MMP21"
"63928","CHP2"
"4301","AFDN"
"130749","CPO"
"7016","TESK1"
"91703","ACY3"
"219409","GSX1"
"10279","PRSS16"
"81554","RCC1L"
"8513","LIPF"
"148808","MFSD4A"
"5244","ABCB4"
"55244","SLC47A1"
"29894","CPSF1"
"64101","LRRC4"
"115761","ARL11"
"51720","UIMC1"
"91582","RPS19BP1"
"9902","MRC2"
"152404","IGSF11"
"10137","RBM12"
"79625","NDNF"
"54436","SH3TC1"
"79365","BHLHE41"
"55573","CDV3"
"115265","DDIT4L"
"340571","SIAH1P1"
"818","CAMK2G"
"644524","NKX2-4"
"11187","PKP3"
"79805","VASH2"
"64844","MARCH7"
"151613","TTC14"
"2254","FGF9"
"221178","SPATA13"
"51146","A4GNT"
"4795","NFKBIL1"
"89766","UMODL1"
"221078","NSUN6"
"27332","ZNF638"
"389058","SP5"
"866","SERPINA6"
"79672","FN3KRP"
"26234","FBXL5"
"143570","XRRA1"
"3693","ITGB5"
"11007","CCDC85B"
"10525","HYOU1"
"51260","PBDC1"
"8975","USP13"
"6256","RXRA"
"3308","HSPA4"
"84957","RELT"
"56052","ALG1"
"9721","GPRIN2"
"283807","FBXL22"
"11119","BTN3A1"
"79290","OR13A1"
"11346","SYNPO"
"6101","RP1"
"219429","OR4C11"
"7940","LST1"
"5189","PEX1"
"80714","PBX4"
"8844","KSR1"
"163071","ZNF114"
"284266","SIGLEC15"
"29081","METTL5"
"79006","METRN"
"4354","MPP1"
"5360","PLTP"
"1032","CDKN2D"
"4720","NDUFS2"
"10955","SERINC3"
"100049587","SIGLEC14"
"440603","BCL2L15"
"337879","KRTAP8-1"
"80095","ZNF606"
"150472","CBWD2"
"166614","DCLK2"
"161835","FSIP1"
"6322","SCML1"
"152815","THAP6"
"201266","SLC39A11"
"51673","TPPP3"
"92736","OTOP2"
"8821","INPP4B"
"1834","DSPP"
"122060","SLAIN1"
"65122","PRAMEF2"
"646643","SBK2"
"10579","TACC2"
"3577","CXCR1"
"25830","SULT4A1"
"10942","PRSS21"
"745","MYRF"
"145447","ABHD12B"
"1351","COX8A"
"340542","BEX5"
"4004","LMO1"
"54987","C1orf123"
"23392","KIAA0368"
"92906","HNRNPLL"
"7186","TRAF2"
"159195","USP54"
"53347","UBASH3A"
"84944","MAEL"
"480","ATP1A4"
"7862","BRPF1"
"53369","HDL3"
"1114","CHGB"
"3099","HK2"
"5068","REG3A"
"55112","WDR60"
"8970","HIST1H2BJ"
"7050","TGIF1"
"8451","CUL4A"
"56253","CRTAM"
"7012","TERC"
"387755","INSC"
"136","ADORA2B"
"390992","HES3"
"1146","CHRNG"
"114793","FMNL2"
"51246","SHISA5"
"3699","ITIH3"
"594","BCKDHB"
"51046","ST8SIA3"
"8796","SCEL"
"7753","ZNF202"
"282679","AQP11"
"440895","LOC440895"
"115653","KIR3DL3"
"248","ALPI"
"84311","MRPL45"
"100131439","CD300LD"
"57466","SCAF4"
"29799","YPEL1"
"57730","ANKRD36B"
"4342","MOS"
"338324","S100A7A"
"56893","UBQLN4"
"6329","SCN4A"
"752","FMNL1"
"11124","FAF1"
"5873","RAB27A"
"157","GRK3"
"5201","PFDN1"
"346689","KLRG2"
"100506164","HSFX1"
"150572","SMYD1"
"339416","ANKRD45"
"8531","YBX3"
"89872","AQP10"
"28318","IGHV3OR15-7"
"57186","RALGAPA2"
"5125","PCSK5"
"229","ALDOB"
"170506","DHX36"
"84443","FRMPD3"
"170825","GSX2"
"8029","CUBN"
"122740","OR4K14"
"27306","HPGDS"
"2207","FCER1G"
"2997","GYS1"
"9363","RAB33A"
"55342","STRBP"
"7544","ZFY"
"54903","MKS1"
"57121","LPAR5"
"64843","ISL2"
"343578","ARHGAP40"
"7056","THBD"
"282770","OR10AG1"
"125875","CLDND2"
"140690","CTCFL"
"5495","PPM1B"
"10073","SNUPN"
"159963","SLC5A12"
"1667","DEFA1"
"114336","CGB2"
"1400","CRMP1"
"374291","NDUFS7"
"7162","TPBG"
"392390","OR1L6"
"6441","SFTPD"
"100287932","TIMM23"
"54429","TAS2R5"
"121793","TEX29"
"11227","GALNT5"
"57559","STAMBPL1"
"126069","ZNF491"
"51161","C3orf18"
"10978","CLP1"
"7915","ALDH5A1"
"54829","ASPN"
"55909","BIN3"
"92106","OXNAD1"
"55048","VPS37C"
"56171","DNAH7"
"55785","FGD6"
"8839","WISP2"
"127343","DMBX1"
"79187","FSD1"
"140710","SOGA1"
"79871","RPAP2"
"55106","SLFN12"
"653314","RPL19P9"
"3087","HHEX"
"79102","RNF26"
"100302168","MIR1257"
"9663","LPIN2"
"4110","MAGEA11"
"728224","KRTAP4-8"
"158248","TTC16"
"29988","SLC2A8"
"55917","CTTNBP2NL"
"10744","PTTG2"
"57095","PITHD1"
"9054","NFS1"
"80227","PAAF1"
"643376","BTBD18"
"6318","SERPINB4"
"192669","AGO3"
"50650","ARHGEF3"
"2052","EPHX1"
"55752","SEPT11"
"10051","SMC4"
"6446","SGK1"
"3880","KRT19"
"80021","TMEM62"
"50636","ANO7"
"57642","COL20A1"
"8273","SLC10A3"
"4552","MTRR"
"54821","ERCC6L"
"3316","HSPB2"
"84873","ADGRG7"
"2558","GABRA5"
"398","ARHGDIG"
"390637","GDPGP1"
"7258","TSPY1"
"84858","ZNF503"
"25917","THUMPD3"
"11183","MAP4K5"
"11218","DDX20"
"81856","ZNF611"
"81309","OR4C15"
"440533","PSG8"
"3816","KLK1"
"3697","ITIH1"
"4814","NINJ1"
"4233","MET"
"83786","FRMD8"
"402569","KPNA7"
"758","MPPED1"
"26330","GAPDHS"
"9817","KEAP1"
"9854","C2CD2L"
"59345","GNB4"
"7569","ZNF182"
"80736","SLC44A4"
"7851","MALL"
"137209","ZNF572"
"255189","PLA2G4F"
"4928","NUP98"
"10991","SLC38A3"
"2629","GBA"
"1414","CRYBB1"
"9373","PLAA"
"1947","EFNB1"
"441191","RNF216P1"
"817","CAMK2D"
"64420","SUSD1"
"10781","ZNF266"
"23643","LY96"
"53919","SLCO1C1"
"445","ASS1"
"440021","KRTAP5-2"
"285033","STARD7-AS1"
"51562","MBIP"
"5047","PAEP"
"441315","FAM90A5P"
"10247","RIDA"
"23229","ARHGEF9"
"115426","UHRF2"
"25927","CNRIP1"
"9481","SLC25A27"
"58515","SELENOK"
"2774","GNAL"
"7181","NR2C1"
"26151","NAT9"
"1310","COL19A1"
"8739","HRK"
"219438","OR5D18"
"50624","CUZD1"
"10251","SPRY3"
"8788","DLK1"
"11062","DUS4L"
"22890","ZBTB1"
"55153","SDAD1"
"80071","CCDC15"
"55366","LGR4"
"10934","MORF4"
"56997","COQ8A"
"5232","PGK2"
"219537","SMTNL1"
"3908","LAMA2"
"54942","FAM206A"
"51364","ZMYND10"
"151258","SLC38A11"
"7746","ZSCAN9"
"9699","RIMS2"
"6363","CCL19"
"5097","PCDH1"
"1593","CYP27A1"
"81857","MED25"
"22834","ZNF652"
"57055","DAZ2"
"10203","CALCRL"
"254827","NAALADL2"
"57474","ZNF490"
"57116","ZNF695"
"83543","AIF1L"
"5195","PEX14"
"100506144","TMEM35B"
"11251","PTGDR2"
"219902","TMEM136"
"2579","GAGE7"
"432369","ATP5EP2"
"222663","SCUBE3"
"10605","PAIP1"
"81027","TUBB1"
"55705","IPO9"
"64943","NT5DC2"
"2969","GTF2I"
"3737","KCNA2"
"2932","GSK3B"
"6988","TCTA"
"219437","OR5L1"
"2045","EPHA7"
"337976","KRTAP20-2"
"4624","MYH6"
"157922","CAMSAP1"
"6624","FSCN1"
"4696","NDUFA3"
"645037","GAGE2B"
"23426","GRIP1"
"100529261","CHURC1-FNTB"
"8379","MAD1L1"
"59344","ALOXE3"
"6517","SLC2A4"
"392","ARHGAP1"
"27000","DNAJC2"
"157378","TMEM65"
"1173","AP2M1"
"25901","CCDC28A"
"2186","BPTF"
"26526","TSPAN16"
"84959","UBASH3B"
"4549","RNR1"
"285148","IAH1"
"26814","SNORD36B"
"4257","MGST1"
"375791","CYSRT1"
"402135","OR5K2"
"54850","FBXL12"
"221443","OARD1"
"63894","VIPAS39"
"57057","TBX20"
"284805","C20orf203"
"23062","GGA2"
"27303","RBMS3"
"10082","GPC6"
"200008","CDCP2"
"64430","PCNX4"
"8578","SCARF1"
"440498","HSBP1L1"
"9181","ARHGEF2"
"5537","PPP6C"
"23101","MCF2L2"
"3017","HIST1H2BD"
"9270","ITGB1BP1"
"9709","HERPUD1"
"26263","FBXO22"
"4250","SCGB2A2"
"645455","CEP170P1"
"2872","MKNK2"
"149013","NBPF12"
"146691","TOM1L2"
"116173","CMTM5"
"283377","SPRYD4"
"10078","TSSC4"
"1954","MEGF8"
"91181","NUP210L"
"11082","ESM1"
"140465","MYL6B"
"29943","PADI1"
"258","AMBN"
"729240","PRR20C"
"85293","KRTAP3-3"
"5433","POLR2D"
"219453","OR8K5"
"10983","CCNI"
"9878","TOX4"
"57282","SLC4A10"
"5672","PSG4"
"23373","CRTC1"
"3010","HIST1H1T"
"3043","HBB"
"2101","ESRRA"
"253017","TECRL"
"4357","MPST"
"379","ARL4D"
"2525","FUT3"
"27037","TRMT2A"
"221002","RASGEF1A"
"221458","KIF6"
"9744","ACAP1"
"403341","ZBTB34"
"345895","RSPH4A"
"115727","RASGRP4"
"404672","GTF2H5"
"92749","DRC1"
"9406","ZRANB2"
"2580","GAK"
"6819","SULT1C2"
"13","AADAC"
"55154","MSTO1"
"55062","WIPI1"
"6996","TDG"
"55179","FAIM"
"3122","HLA-DRA"
"91442","FAAP24"
"64747","MFSD1"
"1028","CDKN1C"
"90933","TRIM41"
"54883","CWC25"
"9479","MAPK8IP1"
"6934","TCF7L2"
"6004","RGS16"
"23321","TRIM2"
"150709","ANKAR"
"1101","CHAD"
"154313","CFAP206"
"151647","FAM19A4"
"3537","IGLC1"
"6305","SBF1"
"56649","TMPRSS4"
"26985","AP3M1"
"644","BLVRA"
"157807","CLVS1"
"5300","PIN1"
"56683","C21orf59"
"3038","HAS3"
"23078","VWA8"
"283284","IGSF22"
"162699","ELOA3"
"2557","GABRA4"
"79955","PDZD7"
"11005","SPINK5"
"54856","GON4L"
"7834","PCAP"
"9705","ST18"
"728262","FAM157A"
"2120","ETV6"
"1428","CRYM"
"8195","MKKS"
"221491","SMIM29"
"2624","GATA2"
"643866","CBLN3"
"56160","NSMCE3"
"54617","INO80"
"2253","FGF8"
"7214","TRN-GTT2-1"
"23051","ZHX3"
"1805","DPT"
"2290","FOXG1"
"27197","GPR82"
"1396","CRIP1"
"51776","MAP3K20"
"27181","SIGLEC8"
"3635","INPP5D"
"257000","TINCR"
"3930","LBR"
"6136","RPL12"
"4191","MDH2"
"9422","ZNF264"
"51705","EMCN"
"100008586","GAGE12F"
"55671","PPP4R3A"
"23339","VPS39"
"9445","ITM2B"
"1605","DAG1"
"221357","GSTA5"
"2005","ELK4"
"26275","HIBCH"
"5564","PRKAB1"
"3746","KCNC1"
"8515","ITGA10"
"112401","BIRC8"
"55207","ARL8B"
"653220","XAGE1B"
"441242","LOC441242"
"51400","PPME1"
"55742","PARVA"
"221395","ADGRF5"
"84074","QRICH2"
"137994","LETM2"
"7936","NELFE"
"373856","USP41"
"201254","CENPX"
"3665","IRF7"
"54842","MFSD6"
"11000","SLC27A3"
"80221","ACSF2"
"10614","HEXIM1"
"199920","FYB2"
"10677","AVIL"
"150864","FAM117B"
"96626","LIMS3"
"4540","ND5"
"4804","NGFR"
"728622","SKP1P2"
"93323","HAUS8"
"1812","DRD1"
"923","CD6"
"126638","RPTN"
"10267","RAMP1"
"1215","CMA1"
"56658","TRIM39"
"79807","GSTCD"
"10776","ARPP19"
"339768","ESPNL"
"58495","OVOL2"
"84913","ATOH8"
"89887","ZNF628"
"6317","SERPINB3"
"4214","MAP3K1"
"908","CCT6A"
"3735","KARS"
"54714","CNGB3"
"10618","TGOLN2"
"5453","POU3F1"
"338675","OR5AP2"
"89822","KCNK17"
"3885","KRT34"
"340527","NHSL2"
"51373","MRPS17"
"79850","FAM57A"
"7004","TEAD4"
"100131211","NEMP2"
"2356","FPGS"
"122704","MRPL52"
"2992","GYG1"
"3895","KTN1"
"4779","NFE2L1"
"8822","FGF17"
"83878","USHBP1"
"85319","BAGE2"
"6003","RGS13"
"63035","BCORL1"
"10110","SGK2"
"55105","GPATCH2"
"58486","ZBED5"
"284613","CYB561D1"
"729422","GAGE12C"
"80344","DCAF11"
"84888","SPPL2A"
"80028","FBXL18"
"404552","SCGB1D4"
"57018","CCNL1"
"64777","RMND5B"
"257068","PLCXD2"
"79039","DDX54"
"54546","RNF186"
"56901","NDUFA4L2"
"10200","MPHOSPH6"
"778","CACNA1F"
"4665","NAB2"
"563","AZGP1"
"958","CD40"
"6207","RPS13"
"23473","CAPN7"
"116988","AGAP3"
"2912","GRM2"
"113000","RPUSD1"
"84062","DTNBP1"
"645974","PABPC1L2B"
"5721","PSME2"
"2316","FLNA"
"91833","WDR20"
"26353","HSPB8"
"84964","ALKBH6"
"57592","ZNF687"
"9205","ZMYM5"
"646377","PYHIN5P"
"79830","ZMYM1"
