"SYMBOL","ENTREZID"
"DTWD2","285605"
"DTX1","1840"
"DTX2","113878"
"DTX3","196403"
"DTX3L","151636"
"DTX4","23220"
"DTYMK","1841"
"DUB3",NA
"DUB4",NA
"DULLARD",NA
"DUOX1","53905"
"DUOX2","50506"
"DUPD1","338599"
"DUS1L","64118"
"DUS2L",NA
"DUS3L","56931"
"DUS4L","11062"
"DUSP1","1843"
"DUSP10","11221"
"DUSP11","8446"
"DUSP12","11266"
"DUSP13","51207"
"DUSP14","11072"
"DUSP15","128853"
"DUSP16","80824"
"DUSP18","150290"
"DUSP19","142679"
"DUSP2","1844"
"DUSP21","63904"
"DUSP22","56940"
"DUSP23","54935"
"DUSP26","78986"
"DUSP27","92235"
"DUSP3","1845"
"DUSP4","1846"
"DUSP5","1847"
"DUSP6","1848"
"DUSP7","1849"
"DUSP8","1850"
"DUSP9","1852"
"DUT","1854"
"DUX1","26584"
"DUX2",NA
"DUX3","26582"
"DUX4","100288687"
"DUX5","26581"
"DVL1","1855"
"DVL2","1856"
"DVL3","1857"
"DXS542",NA
"DYDC1","143241"
"DYM","54808"
"DYNC1H1","1778"
"DYNC1I1","1780"
"DYNC1I2","1781"
"DYNC1LI1","51143"
"DYNC1LI2","1783"
"DYNC2H1","79659"
"DYNC2LI1","51626"
"DYNLL1","8655"
"DYNLL2","140735"
"DYNLRB1","83658"
"DYNLRB2","83657"
"DYNLT1","6993"
"DYNLT3","6990"
"DYRK1A","1859"
"DYRK1B","9149"
"DYRK2","8445"
"DYRK3","8444"
"DYRK4","8798"
"DYSF","8291"
"DYSFIP1",NA
"DYX1C1",NA
"DZIP1","22873"
"DZIP1L","199221"
"DZIP3","9666"
"E2F1","1869"
"E2F2","1870"
"E2F3","1871"
"E2F4","1874"
"E2F5","1875"
"E2F6","1876"
"E2F7","144455"
"E2F8","79733"
"E4F1","1877"
"EAF1","85403"
"EAF2","55840"
"EBAG9","9166"
"EBF",NA
"EBF2","64641"
"EBF3","253738"
"EBI2",NA
"EBI3","10148"
"EBNA1BP2","10969"
"EBP","10682"
"EBPL","84650"
"ECAT1",NA
"ECAT11",NA
"ECAT8",NA
"ECD","11319"
"ECE1","1889"
"ECE2","9718"
"ECEL1","9427"
"ECGF1",NA
"ECH1","1891"
"ECHDC1","55862"
"ECHDC2","55268"
"ECHDC3","79746"
"ECHS1","1892"
"ECM1","1893"
"ECM2","1842"
"ECOP",NA
"ECRG4",NA
"ECT2","1894"
"EDA","1896"
"EDA2R","60401"
"EDAR","10913"
"EDARADD","128178"
"EDD1",NA
"EDEM1","9695"
"EDF1","8721"
"EDG1",NA
"EDG2",NA
"EDG3",NA
"EDG4",NA
"EDG5",NA
"EDG6",NA
"EDG7",NA
"EDG8",NA
"EDIL3","10085"
"EDN1","1906"
"EDN2","1907"
"EDN3","1908"
"EDNRA","1909"
"EDNRB","1910"
"EEA1","8411"
"EED","8726"
"EEF1A1","1915"
"EEF1A2","1917"
"EEF1B2","1933"
"EEF1B4",NA
"EEF1D","1936"
"EEF1E1","9521"
"EEF1G","1937"
"EEF2","1938"
"EEF2K","29904"
"EEFSEC","60678"
"EFCAB1","79645"
"EFCAB2","84288"
"EFCAB3","146779"
"EFCBP1",NA
"EFCBP2",NA
"EFEMP1","2202"
"EFEMP2","30008"
"EFHA1",NA
"EFHA2",NA
"EFHB","151651"
"EFHC1","114327"
"EFHC2","80258"
"EFHD1","80303"
"EFHD2","79180"
"EFNA1","1942"
"EFNA2","1943"
"EFNA3","1944"
"EFNA4","1945"
"EFNA5","1946"
"EFNB1","1947"
"EFNB2","1948"
"EFNB3","1949"
"EFS","10278"
"EFTUD1",NA
"EFTUD2","9343"
"EGF","1950"
"EGFL11",NA
"EGFL3",NA
"EGFL4",NA
"EGFL5",NA
"EGFL6","25975"
"EGFL7","51162"
"EGFL8","80864"
"EGFL9",NA
"EGFR","1956"
"EGLN1","54583"
"EGLN2","112398"
"EGLN3","112399"
"EGR1","1958"
"EGR2","1959"
"EGR3","1960"
"EGR4","1961"
"EHBP1","23301"
"EHBP1L1","254102"
"EHD1","10938"
"EHD2","30846"
"EHD3","30845"
"EHD4","30844"
"EHF","26298"
"EHHADH","1962"
"EHMT1","79813"
"EHMT2","10919"
"EI24","9538"
"EID-3",NA
"EIF1","10209"
"EIF1AX","1964"
"EIF1AY","9086"
"EIF1B","10289"
"EIF2A","83939"
"EIF2AK1","27102"
"EIF2AK2","5610"
"EIF2AK3","9451"
"EIF2AK4","440275"
"EIF2B1","1967"
"EIF2B2","8892"
"EIF2B3","8891"
"EIF2B4","8890"
"EIF2B5","8893"
"EIF2C1",NA
"EIF2C2",NA
"EIF2C3",NA
"EIF2C4",NA
"EIF2S1","1965"
"EIF2S2","8894"
"EIF2S3","1968"
"EIF3S1",NA
"EIF3S10",NA
"EIF3S12",NA
"EIF3S2",NA
"EIF3S3",NA
"EIF3S4",NA
"EIF3S5",NA
"EIF3S6",NA
"EIF3S6IP",NA
"EIF3S7",NA
"EIF3S8",NA
"EIF3S9",NA
"EIF4A1","1973"
"EIF4A2","1974"
"EIF4B","1975"
"EIF4E","1977"
"EIF4E2","9470"
"EIF4E3","317649"
"EIF4EBP1","1978"
"EIF4EBP2","1979"
"EIF4EBP3","8637"
"EIF4ENIF1","56478"
"EIF4G1","1981"
"EIF4G2","1982"
"EIF4G3","8672"
"EIF5","1983"
"EIF5A","1984"
"EIF5A2","56648"
"EIF5B","9669"
"ELA1",NA
"ELA2",NA
"ELA2A",NA
"ELA2B",NA
"ELA3A",NA
"ELA3B",NA
"ELAC1","55520"
"ELAC2","60528"
"ELAVL1","1994"
"ELAVL2","1993"
"ELAVL3","1995"
"ELAVL4","1996"
"ELF1","1997"
"ELF2","1998"
"ELF3","1999"
"ELF4","2000"
"ELF5","2001"
"ELK1","2002"
"ELK3","2004"
"ELK4","2005"
"ELL","8178"
"ELL2","22936"
"ELL3","80237"
"Ells1",NA
"ELMO1","9844"
"ELMO2","63916"
"ELMO3","79767"
"ELMOD1","55531"
"ELMOD2","255520"
"ELN","2006"
"ELOF1","84337"
"ELOVL1","64834"
"ELOVL2","54898"
"ELOVL3","83401"
"ELOVL4","6785"
"ELOVL5","60481"
"ELOVL6","79071"
"ELOVL7","79993"
"ELP3","55140"
"ELP4","26610"
"ELSPBP1","64100"
"ELTD1",NA
"EMB","133418"
"EMCN","51705"
"EMD","2010"
"EME1","146956"
"EME2","197342"
"EMG1","10436"
"EMID1","129080"
"EMID2",NA
"EMILIN1","11117"
"EMILIN2","84034"
"EMILIN3","90187"
"EML1","2009"
"EML2","24139"
"EML3","256364"
"EML4","27436"
"EML5","161436"
"EMP1","2012"
"EMP2","2013"
"EMP3","2014"
"EMR1",NA
"EMR2",NA
"EMR3",NA
"EMR4",NA
"EMX1","2016"
"EMX2","2018"
"EMX2OS","196047"
"EN1","2019"
"EN2","2020"
"ENAH","55740"
"ENAM","10117"
"ENC1","8507"
"ENDOD1","23052"
"ENDOG","2021"
"ENDOGL1",NA
"ENG","2022"
"ENO1","2023"
"ENO1B",NA
"ENO2","2026"
"ENO3","2027"
"ENOSF1","55556"
"ENPEP","2028"
"ENPP1","5167"
"ENPP2","5168"
"ENPP3","5169"
"ENPP4","22875"
"ENPP5","59084"
"ENPP6","133121"
"ENPP7","339221"
"ENSA","2029"
"ENTH",NA
"ENTPD1","953"
"ENTPD2","954"
"ENTPD3","956"
"ENTPD4","9583"
"ENTPD5","957"
"ENTPD6","955"
"ENTPD7","57089"
"ENTPD8","377841"
"ENY2","56943"
"EOMES","8320"
"EP300","2033"
"EP400","57634"
"EP400NL","347918"
"EPAG",NA
"EPAS1","2034"
"EPB41","2035"
"EPB41L1","2036"
"EPB41L2","2037"
"EPB41L3","23136"
"EPB41L4A","64097"
"EPB41L4B","54566"
"EPB41L5","57669"
"EPB42","2038"
"EPB49",NA
"EPC1","80314"
"EPC2","26122"
"EPDR1","54749"
"EPHA1","2041"
"EPHA10","284656"
"EPHA2","1969"
"EPHA3","2042"
"EPHA4","2043"
"EPHA5","2044"
"EPHA6","285220"
"EPHA7","2045"
"EPHA8","2046"
"EPHB1","2047"
"EPHB2","2048"
"EPHB3","2049"
"EPHB4","2050"
"EPHB6","2051"
"EPHX1","2052"
"EPHX2","2053"
"EPIM",NA
"EPM2A","7957"
"EPM2AIP1","9852"
"EPN1","29924"
"EPN2","22905"
"EPN3","55040"
"EPO","2056"
"EPOR","2057"
"EPPB9",NA
"EPPK1","83481"
"EPR1",NA
"EPRS","2058"
"EPS15","2060"
"EPS15L1","58513"
"EPS15L2",NA
"EPS8","2059"
"EPS8L1","54869"
"EPS8L2","64787"
"EPS8L3","79574"
"EPSTI1","94240"
"EPX","8288"
"ERAF",NA
"ERAL1","26284"
"ERAS","3266"
"ERBB2","2064"
"ERBB2IP",NA
"ERBB3","2065"
"ERBB4","2066"
"ERCC1","2067"
"ERCC2","2068"
"ERCC3","2071"
"ERCC4","2072"
"ERCC5","2073"
"ERCC6","2074"
"ERCC8","1161"
"EREG","2069"
"ERF","2077"
"ERG","2078"
"ERGIC1","57222"
"ERGIC2","51290"
"ERGIC3","51614"
"ERH","2079"
"ERICH1","157697"
"ERMAP","114625"
"ERN1","2081"
"ERN2","10595"
"ERO1L",NA
"ERO1LB",NA
"ERP29","10961"
"ERRFI1","54206"
"ERV3",NA
"ERVK2",NA
"ERVK6",NA
"ERVWE1",NA
"ESAM","90952"
"ESCO1","114799"
"ESCO2","157570"
"ESD","2098"
"ESM1","11082"
"ESPL1","9700"
"ESPN","83715"
"ESPNP","284729"
"ESR1","2099"
"ESR2","2100"
"ESRRA","2101"
"ESRRB","2103"
"ESRRG","2104"
"ESSPL",NA
"ESTRRA",NA
"ESX1","80712"
"ET",NA
"ETAA16",NA
"ETF1","2107"
"ETFA","2108"
"ETFB","2109"
"ETFDH","2110"
"ETHE1","23474"
"ETNK1","55500"
"ETNK2","55224"
"ETS1","2113"
"ETS2","2114"
"ETV1","2115"
"ETV2","2116"
"ETV3","2117"
"ETV4","2118"
"ETV5","2119"
"ETV6","2120"
"ETV7","51513"
"EVA1",NA
"EVC","2121"
"EVC2","132884"
"EVI1",NA
"EVI2A","2123"
"EVI2B","2124"
"EVI5","7813"
"EVI5L","115704"
"EVL","51466"
"EVPL","2125"
"EVX1","2128"
"EWSR1","2130"
"EXDL1",NA
"EXDL2",NA
"EXO1","9156"
"EXOC1","55763"
"EXOC2","55770"
"EXOC3","11336"
"EXOC4","60412"
"EXOC5","10640"
"EXOC6","54536"
"EXOC7","23265"
"EXOC8","149371"
"EXOSC1","51013"
"EXOSC10","5394"
"EXOSC2","23404"
"EXOSC3","51010"
"EXOSC4","54512"
"EXOSC5","56915"
"EXOSC6","118460"
"EXOSC7","23016"
"EXOSC8","11340"
"EXOSC9","5393"
"EXPH5","23086"
"EXT1","2131"
"EXT2","2132"
"EXTL1","2134"
"EXTL2","2135"
"EXTL3","2137"
"EYA1","2138"
"EYA2","2139"
"EYA3","2140"
"EYA4","2070"
"EZH1","2145"
"EZH2","2146"
"F10","2159"
"F11","2160"
"F11R","50848"
"F12","2161"
"F13A1","2162"
"F13B","2165"
"F2","2147"
"F25965",NA
"F2R","2149"
"F2RL1","2150"
"F2RL2","2151"
"F2RL3","9002"
"F3","2152"
"F5","2153"
"F7","2155"
"F8","2157"
"F8A1","8263"
"F9","2158"
"FA2H","79152"
"FAAH","2166"
"FABP1","2168"
"FABP2","2169"
"FABP3","2170"
"FABP4","2167"
"FABP5","2171"
"FABP5L3",NA
"FABP6","2172"
"FABP7","2173"
"FADD","8772"
"FADS1","3992"
"FADS2","9415"
"FADS3","3995"
"FADS6","283985"
"FAF1","11124"
"FAH","2184"
"FAHD1","81889"
"FAHD2A","51011"
"FAIM","55179"
"FAIM2","23017"
"FAIM3",NA
"FALZ",NA
"FAM100A",NA
"FAM100B",NA
"FAM101A",NA
"FAM101B",NA
"FAM102A","399665"
"FAM102B","284611"
"FAM103A1","83640"
"FAM104A","84923"
"FAM105A","54491"
"FAM105B",NA
"FAM106A","80039"
"FAM106B","100996259"
"FAM107A","11170"
"FAM107B","83641"
"FAM108A1",NA
"FAM108A2",NA
"FAM109A","144717"
"FAM109B","150368"
"FAM10A3",NA
"FAM10A4",NA
"FAM10A5",NA
"FAM10A6",NA
"FAM10A7",NA
"FAM111A","63901"
"FAM111B","374393"
"FAM112A",NA
"FAM112B",NA
"FAM113A",NA
"FAM113B",NA
"FAM11A",NA
"FAM11B",NA
"FAM12A",NA
"FAM12B",NA
"FAM13A1",NA
"FAM13A1OS",NA
"FAM13C1",NA
"FAM14A",NA
"FAM14B",NA
"FAM18B",NA
"FAM18B2",NA
"FAM19A2","338811"
"FAM19A3","284467"
"FAM19A4","151647"
"FAM19A5","25817"
"FAM20A","54757"
"FAM20B","9917"
"FAM20C","56975"
"FAM21B",NA
"FAM21C",NA
"FAM21D",NA
"FAM22A",NA
"FAM22B",NA
"FAM22C",NA
"FAM22D",NA
"FAM22E",NA
"FAM22F",NA
"FAM22G",NA
"FAM24A","118670"
"FAM24B","196792"
"FAM26A",NA
"FAM26B",NA
"FAM26C",NA
"FAM27A",NA
"FAM27B","100133121"
"FAM27C","100132948"
"FAM27L",NA
"FAM29A",NA
"FAM30A","9834"
"FAM32A","26017"
"FAM33A",NA
"FAM35A","54537"
"FAM36A",NA
"FAM38A",NA
"FAM38B",NA
"FAM3A","60343"
"FAM3B","54097"
"FAM3C","10447"
"FAM3D","131177"
"FAM40A",NA
"FAM40B",NA
"FAM41AY",NA
"FAM41C","284593"
"FAM42B",NA
"FAM43A","131583"
"FAM43B","163933"
"FAM44A",NA
"FAM44B",NA
"FAM44C",NA
"FAM45A","404636"
"FAM45B",NA
"FAM46A","55603"
"FAM46B","115572"
"FAM46C","54855"
"FAM46D","169966"
"FAM47A","158724"
"FAM47B","170062"
"FAM48A",NA
"FAM48B1",NA
"FAM48B2",NA
"FAM49A","81553"
"FAM49B","51571"
"FAM50A","9130"
"FAM50B","26240"
"FAM51A1",NA
"FAM53A","152877"
"FAM53B","9679"
"FAM53C","51307"
"FAM54A",NA
"FAM54B",NA
"FAM55A",NA
"FAM55B",NA
"FAM55C",NA
"FAM55D",NA
"FAM57A","79850"
"FAM57B","83723"
"FAM58A",NA
"FAM58B",NA
"FAM59A",NA
"FAM59B",NA
"FAM5B",NA
"FAM5C",NA
"FAM60A",NA
"FAM62A",NA
"FAM62B",NA
"FAM62C",NA
"FAM63A",NA
"FAM63B",NA
"FAM64A",NA
"FAM65A",NA
"FAM66C","440078"
"FAM66E","100132103"
"FAM69A","388650"
"FAM69B","138311"
"FAM70A",NA
"FAM70B",NA
"FAM71A","149647"
"FAM71B","153745"
"FAM71C","196472"
"FAM72A","729533"
"FAM73A",NA
"FAM73B",NA
"FAM76A","199870"
"FAM76B","143684"
"FAM77C",NA
"FAM77D",NA
"FAM78A","286336"
"FAM78B","149297"
"FAM79A",NA
"FAM79B",NA
"FAM7A2",NA
"FAM80A",NA
"FAM80B",NA
"FAM81A","145773"
"FAM81B","153643"
"FAM82A",NA
"FAM82B",NA
"FAM82C",NA
"FAM83A","84985"
"FAM83E","54854"
"FAM83F","113828"
"FAM84A","151354"
"FAM84B","157638"
"FAM86A",NA
"FAM86B1","85002"
"FAM87A","157693"
"FAM89A","375061"
"FAM89B","23625"
"FAM8A1","51439"
"FAM90A1","55138"
"FAM90A10",NA
"FAM90A11P","441331"
"FAM90A12",NA
"FAM90A2P","729689"
"FAM90A3",NA
"FAM90A4",NA
"FAM90A5",NA
"FAM90A6P","389618"
"FAM90A7",NA
"FAM90A8",NA
"FAM90A9",NA
"FAM91A1","157769"
"FAM91A2",NA
"FAM92A1",NA
"FAM92A3",NA
"FAM92B","339145"
"FAM96A","84191"
"FAM96B","51647"
"FAM98A","25940"
"FAM98B","283742"
"FAM98C","147965"
"FAM99A","387742"
"FAM9A","171482"
"FAM9B","171483"
"FAM9C","171484"
"FANCA","2175"
"FANCB","2187"
"FANCC","2176"
"FANCD2","2177"
"FANCE","2178"
"FANCF","2188"
"FANCG","2189"
"FANCL","55120"
"FANCM","57697"
"FANK1","92565"
"FAP","2191"
"FARP1","10160"
"FARP2","9855"
"FARS2","10667"
"FARSLA",NA
"FARSLB",NA
"FAS","355"
"FASLG","356"
"FASN","2194"
"FASTK","10922"
"FAT",NA
"FAT2","2196"
"FAT3","120114"
"FAT4","79633"
"FATE1","89885"
"FAU","2197"
"FBF1","85302"
"FBL","2091"
"FBLIM1","54751"
"FBLN1","2192"
"FBLN2","2199"
"FBLN5","10516"
"FBN1","2200"
"FBN2","2201"
"FBN3","84467"
"FBP1","2203"
"FBP2","8789"
"FBS1",NA
"FBXL10",NA
"FBXL11",NA
"FBXL12","54850"
"FBXL13","222235"
"FBXL14","144699"
"FBXL15","79176"
"FBXL16","146330"
"FBXL17","64839"
"FBXL18","80028"
"FBXL19","54620"
"FBXL2","25827"
"FBXL20","84961"
"FBXL21","26223"
"FBXL22","283807"
"FBXL3","26224"
"FBXL4","26235"
"FBXL5","26234"
"FBXL6","26233"
"FBXL7","23194"
"FBXL8","55336"
"FBXO10","26267"
"FBXO11","80204"
"FBXO15","201456"
"FBXO16","157574"
"FBXO17","115290"
"FBXO18","84893"
"FBXO2","26232"
"FBXO21","23014"
"FBXO22","26263"
"FBXO24","26261"
"FBXO25","26260"
"FBXO27","126433"
"FBXO28","23219"
"FBXO3","26273"
"FBXO30","84085"
"FBXO31","79791"
"FBXO32","114907"
"FBXO33","254170"
"FBXO34","55030"
"FBXO36","130888"
"FBXO38","81545"
"FBXO39","162517"
"FBXO4","26272"
"FBXO40","51725"
"FBXO41","150726"
"FBXO42","54455"
"FBXO43","286151"
"FBXO44","93611"
"FBXO45","200933"
"FBXO46","23403"
"FBXO5","26271"
"FBXO6","26270"
"FBXO7","25793"
"FBXO8","26269"
"FBXO9","26268"
"FBXW10","10517"
"FBXW11","23291"
"FBXW12","285231"
"FBXW2","26190"
"FBXW4","6468"
"FBXW5","54461"
"FBXW7","55294"
"FBXW8","26259"
"FBXW9","84261"
"FCAMR","83953"
"FCAR","2204"
"FCER1A","2205"
"FCER1G","2207"
"FCER2","2208"
"FCGBP","8857"
"FCGR1A","2209"
"FCGR2A","2212"
"FCGR2B","2213"
"FCGR2C","9103"
"FCGR3A","2214"
"FCGR3B","2215"
"FCGRT","2217"
"FCHO1","23149"
"FCHO2","115548"
"FCHSD1","89848"
"FCHSD2","9873"
"FCMD",NA
"FCN1","2219"
"FCN2","2220"
"FCN3","8547"
"FCRL1","115350"
"FCRL2","79368"
"FCRL3","115352"
"FCRL4","83417"
"FCRL5","83416"
"FCRL6","343413"
"FCRLM1",NA
"FCRLM2",NA
"FDFT1","2222"
"FDPS","2224"
"FDPSL1",NA
"FDX1","2230"
"FDXR","2232"
"FECH","2235"
"FEM1A","55527"
"FEM1B","10116"
"FEM1C","56929"
"FEN1","2237"
"FER","2241"
"FER1L3",NA
"FER1L4","80307"
"FERD3L","222894"
"FES","2242"
"FETUB","26998"
"FEV","54738"
"FEZ1","9638"
"FEZ2","9637"
"FFAR1","2864"
"FFAR2","2867"
"FFAR3","2865"
"FGA","2243"
"FGB","2244"
"FGD1","2245"
"FGD2","221472"
"FGD3","89846"
"FGD4","121512"
"FGD5","152273"
"FGD6","55785"
"FGF1","2246"
"FGF10","2255"
"FGF11","2256"
"FGF12","2257"
"FGF13","2258"
"FGF14","2259"
"FGF16","8823"
"FGF17","8822"
"FGF18","8817"
"FGF19","9965"
"FGF2","2247"
"FGF20","26281"
"FGF21","26291"
"FGF22","27006"
"FGF23","8074"
"FGF3","2248"
"FGF4","2249"
"FGF5","2250"
"FGF6","2251"
"FGF7","2252"
"FGF8","2253"
"FGF9","2254"
"FGFBP1","9982"
"FGFR1","2260"
"FGFR1OP","11116"
"FGFR1OP2","26127"
"FGFR2","2263"
"FGFR3","2261"
"FGFR4","2264"
"FGFRL1","53834"
"FGG","2266"
"FGL1","2267"
"FGL2","10875"
"FGR","2268"
"FH","2271"
"FHAD1","114827"
"FHIT","2272"
"FHL1","2273"
"FHL2","2274"
"FHL3","2275"
"FHL5","9457"
"FHOD1","29109"
"FHOD3","80206"
"FIBCD1","84929"
"FIBP","9158"
"FIGF",NA
"FIGLA","344018"
"FIGN","55137"
"FIGNL1","63979"
"FILIP1","27145"
"FIP1L1","81608"
"FIS",NA
"FIS1","51024"
"FJX1","24147"
"FKBP10","60681"
"FKBP11","51303"
"FKBP14","55033"
"FKBP1A","2280"
"FKBP1B","2281"
"FKBP1C","642489"
"FKBP2","2286"
"FKBP3","2287"
"FKBP4","2288"
"FKBP5","2289"
"FKBP6","8468"
"FKBP7","51661"
"FKBP8","23770"
"FKBP9","11328"
"FKBP9L",NA
"FKBPL","63943"
"FKHL18",NA
"FKRP","79147"
"FKSG14",NA
"FKSG2",NA
"FKSG24",NA
"FKSG43",NA
"FKSG44",NA
"FKSG83",NA
"FLAD1","80308"
"FLCN","201163"
"FLG","2312"
"FLI1","2313"
"FLII","2314"
"FLJ00038",NA
"FLJ00060",NA
"FLJ00290",NA
"FLJ10006",NA
"FLJ10038",NA
"FLJ10081",NA
"FLJ10088",NA
"FLJ10099",NA
"FLJ10120",NA
"FLJ10154",NA
"FLJ10159",NA
"FLJ10213",NA
"FLJ10232",NA
"FLJ10241",NA
"FLJ10246",NA
"FLJ10260",NA
"FLJ10292",NA
"FLJ10324",NA
"FLJ10357",NA
"FLJ10374",NA
"FLJ10379",NA
"FLJ10404",NA
"FLJ10489",NA
"FLJ10490",NA
"FLJ10560",NA
"FLJ10661",NA
"FLJ10726",NA
"FLJ10769",NA
"FLJ10781",NA
"FLJ10786",NA
"FLJ10803",NA
"FLJ10815",NA
"FLJ10847",NA
"FLJ10916",NA
"FLJ10922",NA
"FLJ10925",NA
"FLJ10945",NA
"FLJ10986",NA
"FLJ10996",NA
"FLJ11000",NA
"FLJ11017",NA
"FLJ11021",NA
"FLJ11125",NA
"FLJ11151",NA
"FLJ11155",NA
"FLJ11171",NA
"FLJ11184",NA
"FLJ11193",NA
"FLJ11200",NA
"FLJ11235",NA
"FLJ11236",NA
"FLJ11259",NA
"FLJ11286",NA
"FLJ11292",NA
"FLJ11331",NA
"FLJ11506",NA
"FLJ11710",NA
"FLJ11712",NA
"FLJ11783",NA
"FLJ11795",NA
"FLJ11806",NA
"FLJ11827",NA
"FLJ11850",NA
"FLJ11996",NA
"FLJ12056",NA
"FLJ12078",NA
"FLJ12118",NA
"FLJ12120",NA
"FLJ12151",NA
"FLJ12331",NA
"FLJ12355",NA
"FLJ12505",NA
"FLJ12529",NA
"FLJ12547",NA
"FLJ12571",NA
"FLJ12595",NA
"FLJ12616",NA
"FLJ12684",NA
"FLJ12688",NA
"FLJ12700",NA
"FLJ12716",NA
"FLJ12788",NA
"FLJ12886",NA
"FLJ12949",NA
"FLJ12986",NA
"FLJ12998",NA
"FLJ13096",NA
"FLJ13149",NA
"FLJ13195",NA
"FLJ13197",NA
"FLJ13224","79857"
"FLJ13231",NA
"FLJ13236",NA
"FLJ13265",NA
"FLJ13273",NA
"FLJ13305",NA
"FLJ13310",NA
"FLJ13391",NA
"FLJ13576",NA
"FLJ13611",NA
"FLJ13614",NA
"FLJ13639",NA
"FLJ13646",NA
"FLJ13769",NA
"FLJ13773",NA
"FLJ13841",NA
"FLJ13848",NA
"FLJ13910",NA
"FLJ13912",NA
"FLJ13946",NA
"FLJ13984",NA
"FLJ14001",NA
"FLJ14054",NA
"FLJ14082",NA
"FLJ14100",NA
"FLJ14107",NA
"FLJ14126",NA
"FLJ14154",NA
"FLJ14166",NA
"FLJ14167",NA
"FLJ14213",NA
"FLJ14311",NA
"FLJ14327",NA
"FLJ14346",NA
"FLJ14351",NA
"FLJ14397",NA
"FLJ14466",NA
"FLJ14640",NA
"FLJ14668",NA
"FLJ14712",NA
"FLJ14768",NA
"FLJ14803",NA
"FLJ14816",NA
"FLJ14834",NA
"FLJ14959",NA
"FLJ14981",NA
"FLJ16008",NA
"FLJ16165",NA
"FLJ16231",NA
"FLJ16237",NA
"FLJ16287",NA
"FLJ16360",NA
"FLJ16369",NA
"FLJ16542",NA
"FLJ16636",NA
"FLJ16641",NA
"FLJ20010",NA
"FLJ20021","90024"
"FLJ20032",NA
"FLJ20035",NA
"FLJ20054",NA
"FLJ20097",NA
"FLJ20105",NA
"FLJ20125",NA
"FLJ20152",NA
"FLJ20160",NA
"FLJ20184",NA
"FLJ20186",NA
"FLJ20209",NA
"FLJ20245",NA
"FLJ20254",NA
"FLJ20272",NA
"FLJ20273",NA
"FLJ20280",NA
"FLJ20294",NA
"FLJ20297",NA
"FLJ20309",NA
"FLJ20323",NA
"FLJ20364",NA
"FLJ20366",NA
"FLJ20397",NA
"FLJ20422",NA
"FLJ20433",NA
"FLJ20464",NA
"FLJ20487",NA
"FLJ20489",NA
"FLJ20512",NA
"FLJ20516",NA
"FLJ20534",NA
"FLJ20551",NA
"FLJ20558",NA
"FLJ20581",NA
"FLJ20582",NA
"FLJ20625",NA
"FLJ20628",NA
"FLJ20643",NA
"FLJ20647",NA
"FLJ20674",NA
"FLJ20699",NA
"FLJ20701",NA
"FLJ20712","55025"
"FLJ20718",NA
"FLJ20758",NA
"FLJ20850",NA
"FLJ20859",NA
"FLJ20920",NA
"FLJ21062",NA
"FLJ21075",NA
"FLJ21103",NA
"FLJ21106",NA
"FLJ21125",NA
"FLJ21127",NA
"FLJ21272",NA
"FLJ21369",NA
"FLJ21438",NA
"FLJ21511",NA
"FLJ21657",NA
"FLJ21687",NA
"FLJ21736",NA
"FLJ21742",NA
"FLJ21749",NA
"FLJ21816",NA
"FLJ21820",NA
"FLJ21827",NA
"FLJ21839",NA
"FLJ21865",NA
"FLJ21901",NA
"FLJ21908",NA
"FLJ21945",NA
"FLJ21963",NA
"FLJ21986",NA
"FLJ22028",NA
"FLJ22104",NA
"FLJ22184",NA
"FLJ22222",NA
"FLJ22313",NA
"FLJ22318",NA
"FLJ22349",NA
"FLJ22374",NA
"FLJ22386",NA
"FLJ22471",NA
"FLJ22531",NA
"FLJ22555",NA
"FLJ22594",NA
"FLJ22596",NA
"FLJ22624",NA
"FLJ22639",NA
"FLJ22655",NA
"FLJ22659",NA
"FLJ22662",NA
"FLJ22671",NA
"FLJ22675",NA
"FLJ22688",NA
"FLJ22709",NA
"FLJ22746",NA
"FLJ22795",NA
"FLJ22814",NA
"FLJ23049",NA
"FLJ23172",NA
"FLJ23185",NA
"FLJ23191",NA
"FLJ23235",NA
"FLJ23342",NA
"FLJ23356",NA
"FLJ23436",NA
"FLJ23447",NA
"FLJ23514",NA
"FLJ23518",NA
"FLJ23519",NA
"FLJ23554",NA
"FLJ23556",NA
"FLJ23577",NA
"FLJ23588",NA
"FLJ23657",NA
"FLJ23754",NA
"FLJ23834",NA
"FLJ23861",NA
"FLJ23865",NA
"FLJ23867","200058"
"FLJ25006",NA
"FLJ25037",NA
"FLJ25067",NA
"FLJ25076",NA
"FLJ25084",NA
"FLJ25102",NA
"FLJ25143",NA
"FLJ25169",NA
"FLJ25222",NA
"FLJ25328",NA
"FLJ25369",NA
"FLJ25371",NA
"FLJ25404",NA
"FLJ25410",NA
"FLJ25415",NA
"FLJ25416",NA
"FLJ25422",NA
"FLJ25439",NA
"FLJ25444",NA
"FLJ25476",NA
"FLJ25477",NA
"FLJ25530",NA
"FLJ25660",NA
"FLJ25680",NA
"FLJ25715",NA
"FLJ25770",NA
"FLJ25773",NA
"FLJ25778",NA
"FLJ25791",NA
"FLJ25801",NA
"FLJ25976",NA
"FLJ26056",NA
"FLJ26175",NA
"FLJ27351",NA
"FLJ27352",NA
"FLJ27354",NA
"FLJ27465",NA
"FLJ27502",NA
