"symbol1"	"symbol2"	"MF"
"HSPB1"	"ANXA5"	0.165
"HSPB1"	"DAXX"	0.243
"HSPB1"	"PFDN2"	0.186
"HSPB1"	"CRK"	0.14
"HSPB1"	"NDUFV1"	0
"HSPB1"	"MSN"	0.178
"HSPB1"	"ACTA1"	0.099
"HSPB1"	"HN1"	NA
"HSPB1"	"PPP2R4"	NA
"HSPB1"	"TNF"	0.218
"DGCR6L"	"UFD1L"	NA
"DGCR6L"	"PRODH"	0.046
"DGCR6L"	"TBX1"	0.095
"GGT1"	"CSAD"	NA
"GGT1"	"TBX1"	0.039
"GGT1"	"MGAM"	0.147
"GGT1"	"GCAT"	0.42
"GGT1"	"HRAS"	0.121
"GGT1"	"FOXM1"	0.041
"GGT1"	"AKT1"	0.123
"GGT1"	"TXNRD2"	0.123
"GGT1"	"ITGA2B"	0.057
"GGT1"	"CNDP2"	0.521
"GGT1"	"TNF"	0.066
"GGT1"	"GLUD2"	0.094
"GGT1"	"GSTM1"	0.132
"GGT1"	"GCLM"	0.103
"GGT1"	"RPL27A"	0.039
"GGT1"	"S100A12"	0.053
"GGT1"	"ANXA5"	0.092
"GGT1"	"SDHC"	0.101
"PIAS1"	"DAXX"	0.244
"PIAS1"	"MTA1"	0.247
"PIAS1"	"IL6R"	0.126
"PIAS1"	"RANGAP1"	0.082
"PIAS1"	"STAT3"	0.11
"PIAS1"	"STAT5A"	0.096
"PIAS1"	"STAT4"	0.043
"PIAS1"	"GTF2H4"	0.113
"PIAS1"	"AKT1"	0.131
"PIAS1"	"MSX1"	0.042
"PIAS1"	"UBE2R2"	0.196
"CD68"	"IFI30"	NA
"CD68"	"CXCR4"	NA
"CD68"	"SIGLEC1"	NA
"CD68"	"TNF"	NA
"CD68"	"CD207"	NA
"CD68"	"SPN"	NA
"CD68"	"CD7"	NA
"CD68"	"IL13"	NA
"CD68"	"VWF"	NA
"CD68"	"TNFSF13"	NA
"CD68"	"AKT1"	NA
"CHRNA10"	"CHRNG"	0.261
"KLF16"	"FOXK1"	0.258
"KLF16"	"SIN3B"	0
"CNGB1"	"CNGA2"	0.645
"SEC14L5"	"B3GAT3"	NA
"PHC1"	"ANAPC2"	0.095
"PHC1"	"HIST1H2AC"	0.046
"PHC1"	"TFCP2"	0.095
"PHC1"	"PRMT5"	0.095
"PHC1"	"PCGF6"	0.095
"BST2"	"LILRA4"	0.065
"BST2"	"IFIT2"	0.136
"BST2"	"RIPK1"	0.11
"BST2"	"IRF3"	0.159
"BST2"	"TREX1"	0.146
"BST2"	"TRIM22"	0.062
"BST2"	"ADAR"	0.124
"BST2"	"IRF7"	0.099
"BST2"	"IRF2"	0.09
"BST2"	"IFITM1"	0.095
"BST2"	"HLA-G"	0.182
"LSM7"	"PCBP2"	0.176
"LSM7"	"KLC2"	0.079
"LSM7"	"GTF2F1"	0.125
"LSM7"	"POLR2L"	0.036
"LSM7"	"LSM2"	0.341
"LSM7"	"CPSF1"	0.19
"LSM7"	"EEF2"	0.19
"LSM7"	"LSMD1"	NA
"LSM7"	"XAB2"	0.095
"LSM7"	"CTNNBL1"	0.075
"LSM7"	"RPL35"	0.198
"LSM7"	"PCBP1"	0.204
"LSM7"	"FAU"	0.285
"ACTN4"	"MYL6"	0.061
"ACTN4"	"GNB2"	0.119
"ACTN4"	"TMSB4X"	0.191
"ACTN4"	"NDUFB10"	0.069
"ACTN4"	"LIMS2"	NA
"ACTN4"	"TRIM3"	0.071
"ACTN4"	"APOL1"	0.068
"ACTN4"	"CALML5"	0.04
"ACTN4"	"ACTA1"	0.175
"ACTN4"	"SQSTM1"	0.136
"ACTN4"	"LIMD1"	0.119
"ACTN4"	"TPM2"	0.226
"ACTN4"	"CABP2"	0
"ACTN4"	"SOS1"	0.074
"ACTN4"	"VWF"	0.205
"ACTN4"	"VEGFB"	0.16
"ACTN4"	"MIB2"	0.069
"ACTN4"	"AKT1"	0.126
"ACTN4"	"ITGA2B"	0.106
"ACTN4"	"CALB2"	0.046
"ACTN4"	"SLC9A3R2"	0.146
"ACTN4"	"CAMK2A"	0.135
"ACTN4"	"PIP5K1C"	0.061
"ACTN4"	"DNM2"	0.176
"ACTN4"	"PF4"	0.161
"ACTN4"	"TNNT3"	0.161
"ARPC1B"	"PSMA7"	0.063
"ARPC1B"	"ARPC5"	0.398
"ARPC1B"	"EPHB3"	0
"ARPC1B"	"ARPC4"	0.322
"ARPC1B"	"ACTA1"	0.269
"GDF15"	"TSPAN4"	0.169
"GDF15"	"PITX1"	0.06
"GDF15"	"AKT1"	0.136
"GDF15"	"TNF"	0.265
"TNNI2"	"CHRNG"	0.047
"TNNI2"	"MYL6"	0.054
"TNNI2"	"TCAP"	0.18
"TNNI2"	"MYL3"	0.281
"TNNI2"	"CALB2"	0.046
"TNNI2"	"TNNI1"	0.095
"TNNI2"	"KCNIP2"	0.06
"TNNI2"	"TNNT2"	0.253
"TNNI2"	"ACTA1"	0.167
"TNNI2"	"CALML5"	0.037
"TNNI2"	"CABP2"	0
"TNNI2"	"TNNT3"	0.239
"TNNI2"	"TPM2"	0.229
"TUBGCP2"	"CSNK1E"	0.053
"TUBGCP2"	"TUBB2B"	0.21
"TUBGCP2"	"KIFC1"	0.197
"TUBGCP2"	"AZI1"	NA
"TUBGCP2"	"PCNT"	0.095
"TUBGCP2"	"TUBB"	0.215
"TUBGCP2"	"KIF25"	0.191
"TUBGCP2"	"DYNC1H1"	0.071
"TUBGCP2"	"PLK1"	0.139
"TUBGCP2"	"NUMA1"	0.313
"HBZ"	"HBD"	0.535
"HBZ"	"PAH"	0.321
"HBZ"	"SP1"	0.095
"HBZ"	"AMBP"	0.119
"HBZ"	"TH"	0.116
"HBZ"	"HBE1"	0.535
"HBZ"	"ECHS1"	0.079
"LAMA5"	"RAPSN"	0.285
"LAMA5"	"ITGA2B"	0.071
"LAMA5"	"ACTA1"	0.161
"PPP1R1B"	"CXCR4"	0.045
"PPP1R1B"	"CALB2"	0.046
"PPP1R1B"	"CSNK2B"	0.208
"PPP1R1B"	"TH"	0.036
"PPP1R1B"	"PPP2R4"	NA
"NUP210"	"INCENP"	NA
"NUP210"	"RANGAP1"	NA
"NUP210"	"GEMIN4"	NA
"NUP210"	"GEMIN7"	NA
"NUP210"	"OS9"	NA
"NUP210"	"CPSF1"	NA
"NUP210"	"NES"	NA
"NUP210"	"THOC6"	NA
"NUP210"	"NONO"	NA
"NUP210"	"POM121"	NA
"NUP210"	"NPM1"	NA
"ILKAP"	"EPHB3"	0
"ILKAP"	"RIPK1"	0.095
"ILKAP"	"LIMK2"	0.095
"ILKAP"	"TYRO3"	0.095
"ILKAP"	"STK11"	0.095
"ILKAP"	"PIM2"	0.095
"ILKAP"	"HCK"	0.095
"SCLY"	"HYI"	0.119
"SCLY"	"TXNRD2"	0.119
"HSPBP1"	"BRSK1"	0.112
"TMEM66"	"RPN1"	NA
"TMEM66"	"OS9"	NA
"ITIH5"	"SLC3A2"	NA
"HRK"	"BBC3"	0.095
"HRK"	"BAD"	0.095
"HRK"	"MCL1"	0.095
"POM121"	"RANGAP1"	0.059
"POM121"	"INCENP"	0.095
"POM121"	"GEMIN4"	0.095
"POM121"	"NPM1"	0.066
"POM121"	"GEMIN7"	0.095
"POM121"	"THOC6"	NA
"POM121"	"CPSF1"	0.063
"CD63"	"VWF"	0.095
"CD63"	"ANXA5"	0.095
"CD63"	"ITGA2B"	0.095
"CD63"	"CXCR4"	0.095
"CD63"	"LAMP1"	0.095
"CD63"	"TGOLN2"	0.095
"CD63"	"SLC29A2"	0
"MPHOSPH6"	"RPL37"	0.046
"MPHOSPH6"	"RPL37A"	0.095
"MPHOSPH6"	"RPL7"	0.095
"MPHOSPH6"	"RPL27A"	0.095
"MPHOSPH6"	"RPL41"	0.046
"MPHOSPH6"	"RPL11"	0.095
"MPHOSPH6"	"RPLP0"	0.095
"MPHOSPH6"	"RPS9"	0.095
"MPHOSPH6"	"RPLP2"	0.095
"MPHOSPH6"	"RPL14"	0.095
"MPHOSPH6"	"RPL30"	0.095
"MPHOSPH6"	"RPL35"	0.046
"MPHOSPH6"	"RPS2"	0.095
"MPHOSPH6"	"RPL18"	0.046
"MPHOSPH6"	"RPL32"	0.046
"MPHOSPH6"	"RPL4"	0.095
"MPHOSPH6"	"RPL36AL"	0.095
"MPHOSPH6"	"RPL15"	0.095
"MPHOSPH6"	"RPL13A"	0.046
"MPHOSPH6"	"RPL8"	0.046
"MPHOSPH6"	"EXOSC3"	0.095
"MPHOSPH6"	"EXOSC7"	0.095
"MPHOSPH6"	"RPL10"	0.095
"CAB39"	"RTN4RL2"	0
"CAB39"	"CAMKK2"	0.125
"CAB39"	"UBL5"	0.041
"CAB39"	"STK11"	0.276
"CAB39"	"OPTC"	0
"CAB39"	"STK24"	0.165
"CAB39"	"CHAD"	NA
"CAB39"	"BRSK1"	0.148
"CAB39"	"DCXR"	0.095
"CAB39"	"LRG1"	0.095
"CAB39"	"IGFALS"	0.095
"CAB39"	"GP9"	0.095
"THSD1"	"ADAMTS4"	NA
"THSD1"	"ADAMTS13"	NA
"THSD1"	"ADAMTSL2"	NA
"CHAD"	"EEF1G"	NA
"CHAD"	"RASL10B"	NA
"CHAD"	"GNB2"	NA
"CHAD"	"LRRC20"	NA
"CHAD"	"GNB1"	NA
"CHAD"	"HRAS"	NA
"CHAD"	"DIRAS3"	NA
"CHAD"	"DIRAS2"	NA
"CHAD"	"GNAI2"	NA
"CHAD"	"ITGA2B"	NA
"RPL35"	"RPS23"	0.316
"RPL35"	"EEF1G"	0.037
"RPL35"	"SLC3A2"	0.137
"RPL35"	"RPL32"	0.37
"RPL35"	"RPL7"	0.304
"RPL35"	"HINT1"	0.028
"RPL35"	"EIF4A2"	0.129
"RPL35"	"SDSL"	0.02
"RPL35"	"EIF5A"	0.19
"RPL35"	"FAU"	0.285
"RPL35"	"RPL8"	0.37
"RPL35"	"EXOSC7"	0.169
"RPL35"	"RPL37"	0.37
"RPL35"	"RPL11"	0.279
"RPL35"	"RPL27A"	0.316
"RPL35"	"RPS21"	0.316
"RPL35"	"RPLP2"	0.227
"RPL35"	"MRPL16"	0.37
"RPL35"	"RPS9"	0.273
"RPL35"	"RPS2"	0.262
"RPL35"	"DDOST"	0.023
"RPL35"	"RPL4"	0.316
"RPL35"	"RPL36AL"	0.046
"RPL35"	"RPL18"	0.37
"RPL35"	"EEF2"	0.16
"RPL35"	"RPL15"	0.278
"RPL35"	"RPN1"	0.15
"RPL35"	"RPL13A"	0.406
"RPL35"	"GSPT2"	0.169
"RPL35"	"MRPL17"	0.227
"RPL35"	"EXOSC3"	0.15
"RPL35"	"RPL10"	0.271
"RPL35"	"RPL37A"	0.316
"RPL35"	"MRPS12"	0.316
"RPL35"	"SMG6"	0.135
"RPL35"	"RPL41"	0.41
"RPL35"	"RPLP0"	0.312
"RPL35"	"RPL14"	0.278
"RPL35"	"RPL30"	0.316
"FRS3"	"HRAS"	0.074
"FRS3"	"CRK"	0.153
"FRS3"	"HCK"	0.116
"FRS3"	"SOS1"	0.285
"RIPK1"	"TRAF5"	0.25
"RIPK1"	"BID"	0.182
"RIPK1"	"DAXX"	0.135
"RIPK1"	"NFKBIB"	0.056
"RIPK1"	"SQSTM1"	0.288
"RIPK1"	"USP2"	0.163
"RIPK1"	"NTAN1"	0.142
"RIPK1"	"TNF"	0.198
"RIPK1"	"UBE2V1"	0.138
"RIPK1"	"NFKB2"	0.044
"RIPK1"	"IRF3"	0.117
"TUBB2B"	"KIF25"	0.041
"TUBB2B"	"ARF1"	0.227
"TUBB2B"	"KIFC1"	0.117
"TUBB2B"	"KIF1A"	0.043
"TUBB2B"	"DYNC1LI1"	0.183
"TUBB2B"	"PFDN2"	0.074
"TUBB2B"	"CALML5"	0.081
"TUBB2B"	"ACTA1"	0.279
"TUBB2B"	"CABP2"	0
"TUBB2B"	"TBCA"	0.105
"TUBB2B"	"OBSCN"	0.146
"TUBB2B"	"DYNC1H1"	0.092
"TUBB2B"	"PLK1"	0.105
"TUBB2B"	"PFDN1"	0.055
"TUBB2B"	"CALB2"	0.198
"TUBB2B"	"DNAH11"	0.065
"TUBB2B"	"EEF1G"	0.071
"TUBB2B"	"FAU"	0.177
"GTF2H4"	"XAB2"	0.095
"GTF2H4"	"PIAS3"	0.124
"GTF2H4"	"GTF2F1"	0.066
"GTF2H4"	"POLR2L"	0.182
"GTF2H4"	"POLR2J2"	0.164
"GTF2H4"	"POLD3"	0.157
"GTF2H4"	"TAF1C"	0.112
"GTF2H4"	"DDX11"	0.284
"USP2"	"ZFYVE1"	0.051
"USP2"	"RHPN1"	0.095
"USP2"	"TNF"	0.094
"USP2"	"FAU"	0.046
"PLCB2"	"P2RY11"	0
"PLCB2"	"PLCB3"	0.372
"PLCB2"	"PIP5K1C"	0.118
"PLCB2"	"CAMK2A"	0.071
"PLCB2"	"TAS1R1"	0
"PLCB2"	"GNB2"	0.113
"PLCB2"	"PIK3R5"	0.085
"PLCB2"	"PRKCG"	0.142
"PLCB2"	"UTS2R"	0
"PLCB2"	"CALML5"	0
"PLCB2"	"GNB1"	0.113
"PLCB2"	"PLCD1"	0.328
"PLCB2"	"PROK2"	0
"PLCB2"	"GNAI2"	0.096
"SIX3"	"ENTPD2"	0
"SIX3"	"LHX2"	0.258
"SIX3"	"MTA1"	0.282
"SIX3"	"FGF8"	0.03
"SIX3"	"GBX2"	0.14
"SIX3"	"WDTC1"	0.095
"VWF"	"HRAS"	0.069
"VWF"	"GATA2"	0.066
"VWF"	"ARRB2"	0.199
"VWF"	"VEGFB"	0.154
"VWF"	"GP9"	0.095
"VWF"	"TMSB4X"	0.104
"VWF"	"AKT1"	0.122
"VWF"	"ANXA5"	0.092
"VWF"	"WDTC1"	0.095
"VWF"	"ITGA2B"	0.136
"VWF"	"COX5A"	0.066
"VWF"	"NONO"	0.104
"VWF"	"TNF"	0.207
"VWF"	"ADAMTS13"	0.172
"VWF"	"PF4"	0.118
"VWF"	"SOS1"	0.125
"VWF"	"CXCR4"	0.081
"VWF"	"CRK"	0.124
"PPP2R5A"	"PSME4"	0.18
"PPP2R5A"	"RANGAP1"	0.209
"PPP2R5A"	"HRAS"	0.092
"PPP2R5A"	"INCENP"	0.095
"PPP2R5A"	"PSMA7"	0.104
"PPP2R5A"	"ARRB2"	0.118
"PPP2R5A"	"AKT1"	0.164
"PPP2R5A"	"PLK1"	0.126
"PPP2R5A"	"CENPH"	0.047
"PPP2R5A"	"CACNA2D4"	0
"PPP2R5A"	"PPP2R4"	NA
"PPP2R5A"	"NUDC"	0.059
"PPP2R5A"	"PSMB4"	0.105
"TRAF5"	"NFKB2"	0.056
"TRAF5"	"TNFSF13"	0.285
"TRAF5"	"TNF"	0.284
"TRAF5"	"TNFRSF13B"	0.081
"USP22"	"HIST1H2AC"	0.046
"USP22"	"ATXN7L3"	0.243
"USP22"	"ATXN7L2"	NA
"USP22"	"FOXM1"	0.066
"USP22"	"HIST1H2AA"	0.046
"LPIN2"	"AGPAT1"	0.071
"LPIN2"	"ZNF148"	0
"LPIN2"	"PPAP2C"	NA
"CYBA"	"HRAS"	0.099
"CYBA"	"TNF"	0.071
"CYBA"	"VAV1"	0.099
"CYBA"	"AKT1"	0.125
"TNFRSF13B"	"TNFSF13"	0.095
"TNFRSF13B"	"TNF"	0.074
"PFDN1"	"NUBP2"	0.056
"PFDN1"	"PFDN2"	0.322
"CYP46A1"	"POR"	0.323
"CYP46A1"	"LSS"	0.142
"CYP46A1"	"CHDH"	0.211
"MARS"	"RPL27A"	0
"MARS"	"RPL11"	0
"MARS"	"RPL13A"	0
"MARS"	"GSPT2"	0.142
"MARS"	"DALRD3"	0
"MARS"	"EIF5A"	0
"MARS"	"RPL8"	0
"MARS"	"TXLNA"	0
"MARS"	"RPS9"	0
"MARS"	"RPS2"	0
"MARS"	"RPL10"	0
"MARS"	"RPL4"	0
"MARS"	"PGK1"	0.142
"MARS"	"EEF2"	0
"MARS"	"RPLP0"	0
"MARS"	"EEF1G"	0
"MARS"	"FAU"	0
"SMARCD3"	"STK11"	0.057
"SMARCD3"	"PRMT5"	0.095
"SMARCD3"	"ACTA1"	0.063
"SMARCD3"	"CKS1B"	0.074
"SMARCD3"	"NR5A1"	0.101
"SMARCD3"	"TBX5"	0.134
"SMARCD3"	"HDAC3"	0.204
"SMARCD3"	"CYP4A11"	0
"PKMYT1"	"DUSP23"	0.13
"PKMYT1"	"BRSK1"	0.198
"PKMYT1"	"CDC25A"	0.119
"PKMYT1"	"FOXM1"	0.041
"PKMYT1"	"PLK1"	0.171
"PKMYT1"	"PRMT5"	0.139
"PKMYT1"	"CAMKK2"	0.201
"PKMYT1"	"MYT1"	0.015
"PKMYT1"	"RRM2"	0.123
"PKMYT1"	"FAU"	0.046
"PKMYT1"	"CKS1B"	0.059
"NUBP2"	"PTMS"	NA
"NUBP2"	"NUDC"	0.079
"NUBP2"	"TNNT3"	0.073
"CHTF18"	"DDX11"	0.318
"ITGA2B"	"CRK"	0.095
"ITGA2B"	"LIMS2"	NA
"ITGA2B"	"HRAS"	0.067
"ITGA2B"	"IL13"	0.095
"ITGA2B"	"GATA2"	0.061
"ITGA2B"	"STAT5A"	0.048
"ITGA2B"	"ARRB2"	0.095
"ITGA2B"	"GP9"	0.095
"ITGA2B"	"CD7"	0
"ITGA2B"	"AKT1"	0.099
"ITGA2B"	"RASGRP2"	0.071
"ITGA2B"	"ANXA5"	0.055
"ITGA2B"	"SLAMF1"	0.147
"ITGA2B"	"WDTC1"	0.095
"ITGA2B"	"GIT1"	0.095
"ITGA2B"	"TNF"	0.135
"ITGA2B"	"COL9A3"	0
"ITGA2B"	"PF4"	0.087
"ITGA2B"	"SOS1"	0.081
"INVS"	"TUBB"	0.095
"INVS"	"AKT1"	0.095
"INVS"	"MTA2"	0.095
"INVS"	"ANAPC2"	0.095
"RPL8"	"RPL11"	0.278
"RPL8"	"RPL7"	0.268
"RPL8"	"SLC3A2"	0.118
"RPL8"	"RPS21"	0.322
"RPL8"	"RPL27A"	0.322
"RPL8"	"RPL4"	0.322
"RPL8"	"DDOST"	0.018
"RPL8"	"RPLP2"	0.272
"RPL8"	"MRPL16"	0.392
"RPL8"	"RPS9"	0.271
"RPL8"	"RPS2"	0.226
"RPL8"	"RPL36AL"	0.046
"RPL8"	"RPL18"	0.392
"RPL8"	"RPL15"	0.276
"RPL8"	"RPN1"	0.123
"RPL8"	"RPL13A"	0.37
"RPL8"	"ATP5G2"	NA
"RPL8"	"MRPL17"	0.272
"RPL8"	"ATP5G1"	NA
"RPL8"	"GSPT2"	0.15
"RPL8"	"EEF2"	0.142
"RPL8"	"RPL10"	0.269
"RPL8"	"EXOSC3"	0.123
"RPL8"	"RPL37"	0.392
"RPL8"	"RPL37A"	0.322
"RPL8"	"MRPS12"	0.322
"RPL8"	"SMG6"	0.12
"RPL8"	"RPL41"	0.356
"RPL8"	"RPLP0"	0.316
"RPL8"	"RPL30"	0.322
"RPL8"	"RPL14"	0.276
"RPL8"	"EEF1G"	0.034
"RPL8"	"RPS23"	0.322
"RPL8"	"RPL32"	0.392
"RPL8"	"PSTPIP1"	0.038
"RPL8"	"EIF4A2"	0.103
"RPL8"	"SDSL"	0.015
"RPL8"	"EIF5A"	0.176
"RPL8"	"FAU"	0.285
"RPL8"	"EXOSC7"	0.15
"ZBTB32"	"TYRO3"	0.043
"ZBTB32"	"PCNT"	0.095
"ZBTB32"	"NES"	0.046
"ZBTB32"	"SH3GL1"	0.059
"ZBTB32"	"MCL1"	0.057
"ZBTB32"	"AMBP"	0.065
"ZBTB32"	"GATA2"	0.154
"ZBTB32"	"HELT"	0.253
"ZBTB32"	"POLD3"	0.04
"ZBTB32"	"FANCG"	0.107
"ZBTB32"	"MTA2"	0.214
"ZBTB32"	"HDAC3"	0.12
"ZBTB32"	"NDP"	0.066
"MOV10L1"	"SMG6"	0.175
"KCNQ4"	"CACNA1A"	0.309
"KCNQ4"	"KCNE1"	0.331
"TJP3"	"CLDN6"	0.095
"TJP3"	"F11R"	0.095
"SCARF1"	"KLHDC3"	0.028
"SCARF1"	"STAB1"	0.423
"SCARF1"	"CRK"	0.038
"SMG6"	"RPL7"	0.148
"SMG6"	"RPS21"	0.126
"SMG6"	"RPL27A"	0.126
"SMG6"	"RPL11"	0.165
"SMG6"	"RPLP2"	0.047
"SMG6"	"RPS9"	0.129
"SMG6"	"RPS2"	0.155
"SMG6"	"RPL4"	0.126
"SMG6"	"RPL36AL"	0.095
"SMG6"	"RPL18"	0.12
"SMG6"	"RPL15"	0.124
"SMG6"	"GSPT2"	0.196
"SMG6"	"RPL13A"	0.135
"SMG6"	"RPL10"	0.116
"SMG6"	"RPL37"	0.12
"SMG6"	"RPL37A"	0.126
"SMG6"	"RPL41"	0.147
"SMG6"	"RPLP0"	0.14
"SMG6"	"RPL30"	0.126
"SMG6"	"RPL14"	0.124
"SMG6"	"RPL32"	0.12
"SMG6"	"RPS23"	0.126
"ABCA7"	"FXYD2"	0.298
"UFD1L"	"DGCR6"	NA
"UFD1L"	"FAU"	NA
"UFD1L"	"TXLNA"	NA
"UFD1L"	"DPH5"	NA
"UFD1L"	"OS9"	NA
"UFD1L"	"BET1L"	NA
"UBE2R2"	"ASB2"	0.28
"UBE2R2"	"ANAPC2"	0.095
"UBE2R2"	"RNF149"	0.403
"UBE2R2"	"RANGAP1"	0.053
"UBE2R2"	"SOCS1"	0.042
"UBE2R2"	"MIB2"	0.28
"UBE2R2"	"OS9"	0.095
"UBE2R2"	"HECTD3"	0.28
"UBE2R2"	"RNF130"	0.323
"UBE2R2"	"FAU"	0.046
"UBE2R2"	"DTX3L"	0.162
"UBE2R2"	"UBE2V1"	0.374
"ZC3H7B"	"PAIP2"	0.056
"P2RX3"	"HTR3A"	0.341
"P2RX3"	"ENTPD2"	0
"P2RX3"	"TRPV2"	0.281
"P2RX3"	"P2RY11"	0.272
"PRKCG"	"GNAI2"	0.085
"PRKCG"	"CREB3L1"	0
"PRKCG"	"CRK"	0
"PRKCG"	"PLCB3"	0.1
"PRKCG"	"F11R"	0
"PRKCG"	"ATP6AP1"	0
"PRKCG"	"CACNA1A"	0
"PRKCG"	"AP2A1"	0
"PRKCG"	"GNB2"	0.095
"PRKCG"	"PAX8"	0
"PRKCG"	"ADRBK1"	NA
"PRKCG"	"RHOG"	0.095
"PRKCG"	"SPHK1"	0.156
"PRKCG"	"ACTA1"	0
"PRKCG"	"HRAS"	0.085
"PRKCG"	"PLCD1"	0.095
"PRKCG"	"RHOBTB1"	0.107
"CDON"	"DHH"	0.095
"CDON"	"MEF2D"	0.095
"BARHL1"	"LHX2"	0.258
"POLD3"	"KIAA0101"	NA
"POLD3"	"POLR2L"	0.343
"POLD3"	"XAB2"	0.095
"TYRO3"	"ECE1"	0.095
"TYRO3"	"SH3GL1"	0.063
"TYRO3"	"CTNNBL1"	0.059
"TYRO3"	"MCL1"	0.06
"TYRO3"	"AMBP"	0.047
"TYRO3"	"SOCS1"	0.048
"TYRO3"	"MICAL1"	0.099
"TYRO3"	"TNF"	0.066
"TYRO3"	"KCNE1"	0.041
"VAMP8"	"AP2A1"	0.079
"VAMP8"	"ARF1"	0.059
"VAMP8"	"ARRB2"	0.084
"VAMP8"	"RAB5B"	0.055
"VAMP8"	"TGOLN2"	0.095
"VAMP8"	"SH3GL1"	0.076
"VAMP8"	"ARPC4"	0.068
"VAMP8"	"IGF2R"	0.066
"VAMP8"	"RAB5C"	0.047
"VAMP8"	"FTL"	0.06
"VAMP8"	"SYT8"	0.065
"VAMP8"	"BLOC1S3"	0.095
"VAMP8"	"ARPC5"	0.057
"VAMP8"	"BET1L"	0.095
"VAMP8"	"LAMP1"	0.071
"VAMP8"	"DNM2"	0.065
"VAMP8"	"HLA-G"	0.074
"PVRL1"	"WNT10B"	NA
"PVRL1"	"MGAT3"	NA
"PDCL3"	"TUBB"	0.065
"PDCL3"	"PLP2"	0.076
"THRA"	"PIK3R5"	0.026
"THRA"	"TXNRD2"	0.044
"THRA"	"RQCD1"	NA
"THRA"	"HDAC3"	0.136
"STAT3"	"IRF7"	0.227
"STAT3"	"HCK"	0.056
"STAT3"	"ANXA5"	0.084
"STAT3"	"ZNF148"	0.236
"STAT3"	"SDHC"	0.062
"STAT3"	"CXCR4"	0.075
"STAT3"	"DAXX"	0.154
"STAT3"	"DYRK1B"	0.052
"STAT3"	"MCL1"	0.121
"STAT3"	"IL6R"	0.117
"STAT3"	"KPNA6"	0.054
"STAT3"	"NPM1"	0.236
"STAT3"	"CTF1"	0.06
"STAT3"	"PPP2R4"	NA
"STAT3"	"TNF"	0.186
"STAT3"	"BATF"	0.213
"STAT3"	"HDAC3"	0.156
"STAT3"	"SLC39A4"	0
"STAT3"	"SP1"	0.343
"STAT3"	"IRF3"	0.272
"STAT3"	"PIAS3"	0.085
"STAT3"	"CSF3R"	0.053
"STAT3"	"STAT5A"	0.134
"STAT3"	"STAT4"	0.171
"STAT3"	"EIF4EBP1"	0.057
"STAT3"	"FOXM1"	0.236
"STAT3"	"MTA1"	0.256
"STAT3"	"NES"	0.046
"STAT3"	"STK11"	0.082
"STAT3"	"HRAS"	0.091
"STAT3"	"NFKB2"	0.228
"STAT3"	"SOCS1"	0.089
"STAT3"	"IL13"	0.095
"STAT3"	"GATA2"	0.255
"STAT3"	"IL7R"	0.052
"STAT3"	"DIRAS3"	0.095
"STAT3"	"IL32"	0.095
"STAT3"	"AKT1"	0.136
"STAT3"	"ECHS1"	0.055
"STAT3"	"SLC9A3R2"	0.112
"STAT3"	"TBX5"	0.246
"FETUB"	"AMBP"	0.509
"AMBP"	"HELT"	0.079
"AMBP"	"TNFRSF10C"	0
"AMBP"	"NES"	0.361
"AMBP"	"HBE1"	0.118
"AMBP"	"ECE1"	0.093
"AMBP"	"SH3GL1"	0.107
"AMBP"	"MCL1"	0.13
"AMBP"	"NDP"	0.198
"AMBP"	"TM4SF5"	NA
"AMBP"	"RAB5C"	0.073
"AMBP"	"LPA"	0.151
"AMBP"	"TNIP1"	0.107
"AMBP"	"HINT1"	0.047
"AMBP"	"PCNT"	0.095
"PAIP2"	"VEGFB"	0.083
"PAIP2"	"EIF4A2"	0.039
"PITX1"	"FGF8"	0.034
"PITX1"	"NR5A1"	0.222
"PITX1"	"TBX5"	0.285
"PITX1"	"IRF3"	0.251
"SRF"	"SDHC"	0.069
"SRF"	"FOXK1"	0.299
"SRF"	"AKT1"	0.102
"SRF"	"HDAC3"	0.083
"SRF"	"NFATC4"	0.253
"SRF"	"ACTA1"	0.09
"SRF"	"SP1"	0.323
"SRF"	"LPXN"	0.038
"SRF"	"GTF2F1"	0.121
"ANXA11"	"RPS21"	0.103
"ANXA11"	"NDUFV1"	0
"ANXA11"	"SLC9A3R2"	0.078
"ANXA11"	"S100A6"	0.316
"ANXA11"	"PCBP1"	0.132
"ANXA11"	"HLA-DRB1"	0.186
"B3GAT3"	"SP1"	0.053
"B3GAT3"	"EXT2"	0.389
"EXOSC7"	"RPL7"	0.163
"EXOSC7"	"RPL27A"	0.149
"EXOSC7"	"RPL11"	0.158
"EXOSC7"	"RPLP2"	0.047
"EXOSC7"	"RPL15"	0.143
"EXOSC7"	"RPL13A"	0.169
"EXOSC7"	"EXOSC3"	0.331
"EXOSC7"	"RPL10"	0.131
"EXOSC7"	"RPL37"	0.15
"EXOSC7"	"RPL37A"	0.149
"EXOSC7"	"RPL41"	0.184
"EXOSC7"	"ZFP36L1"	0.232
"EXOSC7"	"RPLP0"	0.166
"EXOSC7"	"RPL30"	0.149
"EXOSC7"	"RPL14"	0.143
"EXOSC7"	"RPL32"	0.15
"EXOSC7"	"KHSRP"	0.303
"EXOSC7"	"KPNA6"	0.047
"EXOSC7"	"RPS9"	0.148
